year,month,day,calls_disorder,calls_behavior,calls_traffic,calls_gun,calls_robbery,calls_burglary,calls_aggravated_assault,calls_theft,calls_mv_theft,calls_violent,calls_property,calls_index,calls_disorder_day,calls_behavior_day,calls_traffic_day,calls_gun_day,calls_robbery_day,calls_burglary_day,calls_aggravated_assault_day,calls_theft_day,calls_mv_theft_day,calls_violent_day,calls_property_day,calls_index_day,calls_disorder_night,calls_behavior_night,calls_traffic_night,calls_gun_night,calls_robbery_night,calls_burglary_night,calls_aggravated_assault_night,calls_theft_night,calls_mv_theft_night,calls_violent_night,calls_property_night,calls_index_night,calls_disorder_is_sunrise,calls_behavior_is_sunrise,calls_traffic_is_sunrise,calls_gun_is_sunrise,calls_robbery_is_sunrise,calls_burglary_is_sunrise,calls_aggravated_assault_is_sunrise,calls_theft_is_sunrise,calls_mv_theft_is_sunrise,calls_violent_is_sunrise,calls_property_is_sunrise,calls_index_is_sunrise,calls_disorder_is_sunset,calls_behavior_is_sunset,calls_traffic_is_sunset,calls_gun_is_sunset,calls_robbery_is_sunset,calls_burglary_is_sunset,calls_aggravated_assault_is_sunset,calls_theft_is_sunset,calls_mv_theft_is_sunset,calls_violent_is_sunset,calls_property_is_sunset,calls_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city,date
2018,6,3,46,24,16,3,0,0,1,5,1,1,6,7,22,10,11,0,0,0,0,4,1,0,5,5,18,12,3,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1,0,0,0,1,0,0,1,1,386,1,29,-154,84,Hartford,2018-06-03
2019,6,3,39,29,17,5,0,1,1,11,1,1,13,14,22,19,12,0,0,1,0,7,1,0,9,9,10,8,4,4,0,0,1,3,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,0,0,0,1,0,0,1,1,503,2,43,-153,85,Hartford,2019-06-03
2020,6,3,46,28,6,11,0,3,0,5,1,0,9,9,21,14,4,2,0,2,0,2,1,0,5,5,18,8,0,7,0,1,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,7,5,2,2,0,0,0,2,0,0,2,2,844,8,91,-151,87,Hartford,2020-06-03
2021,6,3,55,42,26,6,0,1,0,14,5,0,20,20,33,31,22,3,0,0,0,13,3,0,16,16,13,7,1,2,0,1,0,1,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,8,4,3,1,0,0,0,0,0,0,0,0,416,1,30,-157,81,Hartford,2021-06-03
2022,6,3,50,25,26,15,0,4,0,13,2,0,19,19,28,21,20,3,0,2,0,11,1,0,14,14,12,4,2,4,0,1,0,1,1,0,3,3,0,0,0,0,0,0,0,1,0,0,1,1,10,0,4,8,0,1,0,0,0,0,1,1,421,2,59,-156,82,Hartford,2022-06-03
2023,6,3,45,44,8,7,0,1,0,11,9,0,21,21,26,30,5,2,0,1,0,10,9,0,20,20,13,10,2,3,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,386,5,45,-155,83,Hartford,2023-06-03
2024,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-06-03
2012,7,3,73,73,18,4,1,4,1,14,9,2,27,29,36,55,16,1,0,4,1,7,8,1,19,20,17,11,2,3,1,0,0,4,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,0,0,0,3,1,0,4,4,833,4,92,-124,114,Hartford,2012-07-03
2013,7,3,71,70,16,2,1,2,3,15,4,4,21,25,37,51,14,0,1,2,0,14,4,1,20,21,10,10,0,1,0,0,3,1,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,24,9,2,1,0,0,0,0,0,0,0,0,945,8,97,-123,115,Hartford,2013-07-03
2014,7,3,50,57,23,2,0,3,1,15,1,1,19,20,35,44,15,1,0,2,0,13,1,0,16,16,9,7,4,1,0,1,1,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,1,0,0,1,1,752,3,62,-122,116,Hartford,2014-07-03
2015,7,3,73,35,26,6,0,1,1,11,5,1,17,18,37,24,15,1,0,1,1,9,3,1,13,14,24,10,8,4,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,12,1,2,1,0,0,0,0,2,0,2,2,590,3,72,-121,117,Hartford,2015-07-03
2016,7,3,89,35,17,18,1,1,2,6,1,3,8,11,25,25,7,4,0,0,0,2,1,0,3,3,33,5,5,12,1,1,2,3,0,3,4,7,2,2,0,0,0,0,0,0,0,0,0,0,29,3,5,2,0,0,0,1,0,0,1,1,562,9,82,-126,112,Hartford,2016-07-03
2017,7,3,53,37,9,1,1,3,0,10,3,1,16,17,25,29,7,0,1,1,0,9,2,1,12,13,15,7,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,0,2,0,0,1,0,3,3,592,5,72,-125,113,Hartford,2017-07-03
2018,7,3,61,50,24,3,0,0,0,13,5,0,18,18,34,32,24,1,0,0,0,12,3,0,15,15,16,10,0,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,1,1,0,2,2,595,6,70,-124,114,Hartford,2018-07-03
2019,7,3,46,74,14,4,0,0,1,8,9,1,17,18,23,48,11,1,0,0,0,7,8,0,15,15,15,9,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,8,17,3,0,0,0,0,1,0,0,1,1,900,8,138,-123,115,Hartford,2019-07-03
2020,7,3,145,39,12,5,1,0,0,8,2,1,10,11,20,25,10,1,1,0,0,6,2,1,8,9,55,7,1,3,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,69,7,1,1,0,0,0,0,0,0,0,0,1320,9,331,-121,117,Hartford,2020-07-03
2021,7,3,75,25,13,7,0,2,0,11,4,0,17,17,33,14,12,3,0,1,0,9,4,0,14,14,19,5,1,4,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,0,0,0,372,1,68,-127,111,Hartford,2021-07-03
2022,7,3,86,22,5,5,0,0,9,7,3,9,10,19,29,13,5,1,0,0,5,4,1,5,5,10,35,5,0,1,0,0,0,2,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,22,3,0,3,0,0,4,1,1,4,2,6,386,1,67,-126,112,Hartford,2022-07-03
2023,7,3,34,35,21,15,0,5,2,16,2,2,23,25,26,27,18,11,0,3,1,14,2,1,19,20,6,3,3,4,0,1,1,1,0,1,2,3,0,1,0,0,0,1,0,0,0,0,1,1,2,4,0,0,0,0,0,1,0,0,1,1,499,3,33,-125,113,Hartford,2023-07-03
2024,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-07-03
2012,8,3,67,57,30,2,1,6,1,22,1,2,29,31,31,32,26,1,1,5,1,21,0,2,26,28,30,18,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,0,0,1,0,0,1,0,2,2,743,0,75,-93,145,Hartford,2012-08-03
2013,8,3,78,37,10,1,1,2,6,10,6,7,18,25,38,14,5,0,1,2,1,6,5,2,13,15,34,21,3,1,0,0,5,3,1,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,1,0,0,1,1,611,4,62,-92,146,Hartford,2013-08-03
2014,8,3,60,47,17,2,2,2,2,9,2,4,13,17,19,28,9,0,1,0,1,7,1,2,8,10,34,10,6,0,1,2,1,1,0,2,3,5,0,0,2,0,0,0,0,0,0,0,0,0,7,9,0,2,0,0,0,1,1,0,2,2,496,6,51,-91,147,Hartford,2014-08-03
2015,8,3,44,50,26,5,1,4,1,12,10,2,26,28,37,39,21,1,1,1,0,11,8,1,20,21,6,5,2,4,0,2,1,1,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,1,0,0,1,0,2,2,603,3,55,-90,148,Hartford,2015-08-03
2016,8,3,57,58,15,2,0,0,2,12,2,2,14,16,33,41,10,2,0,0,0,11,2,0,13,13,15,11,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,2,1,0,2,1,3,588,3,38,-95,143,Hartford,2016-08-03
2017,8,3,57,44,28,5,0,3,0,20,1,0,24,24,40,32,23,2,0,2,0,20,0,0,22,22,15,7,3,3,0,1,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,572,3,50,-94,144,Hartford,2017-08-03
2018,8,3,38,47,17,1,2,1,0,12,5,2,18,20,22,24,15,0,0,1,0,11,4,0,16,16,11,15,2,1,1,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,1,0,0,0,0,1,0,1,593,3,65,-93,145,Hartford,2018-08-03
2019,8,3,49,44,23,12,1,0,2,9,3,3,12,15,22,30,19,4,0,0,0,5,2,0,7,7,22,6,2,6,0,0,2,2,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,2,1,0,0,2,0,1,2,3,702,1,85,-92,146,Hartford,2019-08-03
2020,8,3,52,39,18,6,0,2,1,4,2,1,8,9,30,26,13,2,0,1,1,4,2,1,7,8,15,12,4,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,798,12,72,-90,148,Hartford,2020-08-03
2021,8,3,40,23,24,7,0,1,5,16,4,5,21,26,21,18,18,5,0,0,5,13,4,5,17,22,14,4,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,0,1,0,2,0,0,3,3,355,2,32,-96,142,Hartford,2021-08-03
2022,8,3,36,34,13,14,0,2,2,17,0,2,19,21,26,29,9,6,0,0,1,10,0,1,10,11,9,1,1,8,0,2,1,4,0,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,3,0,0,3,3,387,2,44,-95,143,Hartford,2022-08-03
2023,8,3,42,36,20,7,0,1,4,16,13,4,30,34,28,23,15,2,0,0,0,15,11,0,26,26,7,8,5,2,0,0,4,1,1,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,3,0,1,0,0,1,0,2,2,462,3,39,-94,144,Hartford,2023-08-03
2024,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-08-03
2012,9,3,75,36,14,2,2,4,0,11,4,2,19,21,38,19,6,0,1,2,0,11,2,1,15,16,29,15,5,1,1,2,0,0,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,1,0,0,0,0,0,0,0,0,514,7,39,-62,176,Hartford,2012-09-03
2013,9,3,60,90,23,1,3,4,1,18,1,4,23,27,35,68,16,0,1,3,1,15,1,2,19,21,18,17,5,0,2,0,0,3,0,2,3,5,0,0,1,0,0,0,0,0,0,0,0,0,7,5,1,1,0,1,0,0,0,0,1,1,953,8,49,-61,177,Hartford,2013-09-03
2014,9,3,44,25,20,8,2,2,0,11,2,2,15,17,29,16,15,0,0,1,0,8,1,0,10,10,10,6,4,7,2,1,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0,0,3,0,0,3,3,761,5,57,-60,178,Hartford,2014-09-03
2015,9,3,66,50,20,2,0,6,0,20,3,0,29,29,49,31,15,1,0,4,0,16,1,0,21,21,14,16,3,1,0,1,0,2,2,0,5,5,0,0,1,0,0,1,0,0,0,0,1,1,3,3,1,0,0,0,0,2,0,0,2,2,714,9,42,-59,179,Hartford,2015-09-03
2016,9,3,77,38,17,7,0,0,1,7,1,1,8,9,25,14,7,1,0,0,0,6,1,0,7,7,44,17,8,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2,0,0,0,0,1,0,0,1,1,532,1,58,-64,174,Hartford,2016-09-03
2017,9,3,55,20,11,4,3,1,1,7,3,4,11,15,23,12,7,1,2,1,1,4,2,3,7,10,29,7,4,1,1,0,0,2,1,1,3,4,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,1,421,4,36,-63,175,Hartford,2017-09-03
2018,9,3,39,27,9,4,0,0,0,4,4,0,8,8,16,17,6,0,0,0,0,4,4,0,8,8,15,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,508,2,37,-62,176,Hartford,2018-09-03
2019,9,3,49,63,23,1,0,4,0,11,3,0,18,18,32,47,20,0,0,3,0,9,1,0,13,13,11,10,2,1,0,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,1,1,0,2,2,849,1,57,-61,177,Hartford,2019-09-03
2020,9,3,46,59,14,7,0,0,0,10,2,0,12,12,25,36,12,0,0,0,0,8,0,0,8,8,13,11,1,7,0,0,0,2,2,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,8,11,1,0,0,0,0,0,0,0,0,0,1068,9,153,-59,179,Hartford,2020-09-03
2021,9,3,51,33,41,4,0,3,0,12,3,0,18,18,25,20,24,3,0,2,0,10,2,0,14,14,18,12,11,1,0,0,0,1,1,0,2,2,0,1,0,0,0,1,0,1,0,0,2,2,8,0,6,0,0,0,0,0,0,0,0,0,409,8,41,-65,173,Hartford,2021-09-03
2022,9,3,50,45,17,14,0,3,4,12,5,4,20,24,20,25,9,2,0,3,1,10,1,1,14,15,24,13,6,12,0,0,3,1,3,3,4,7,1,0,0,0,0,0,0,0,0,0,0,0,5,7,2,0,0,0,0,1,1,0,2,2,411,3,52,-64,174,Hartford,2022-09-03
2023,9,3,64,16,21,7,2,5,1,6,4,3,15,18,22,5,14,2,1,3,0,2,1,1,6,7,36,8,1,5,1,2,1,4,2,2,8,10,0,0,1,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,1,0,1,1,326,6,31,-63,175,Hartford,2023-09-03
2024,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-09-03
2012,10,3,66,61,25,0,2,2,0,8,7,2,17,19,45,29,18,0,1,1,0,5,6,1,12,13,14,23,3,0,0,1,0,3,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,0,1,0,0,0,0,1,0,1,744,10,63,-32,206,Hartford,2012-10-03
2013,10,3,44,67,21,1,0,3,0,16,2,0,21,21,25,36,18,0,0,2,0,15,2,0,19,19,14,23,1,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,0,0,0,0,0,0,0,0,0,885,12,89,-31,207,Hartford,2013-10-03
2014,10,3,52,57,31,1,1,3,0,16,1,1,20,21,24,30,22,1,0,3,0,14,0,0,17,17,24,22,8,0,1,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,1,0,0,1,1,668,7,53,-30,208,Hartford,2014-10-03
2015,10,3,57,37,10,3,0,2,3,15,6,3,23,26,25,19,6,0,0,1,0,11,1,0,13,13,28,11,4,3,0,1,2,4,4,2,9,11,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,1,0,1,1,1,2,526,1,42,-29,209,Hartford,2015-10-03
2016,10,3,36,38,22,1,4,1,1,17,1,5,19,24,19,22,17,1,2,1,1,11,1,3,13,16,13,7,4,0,1,0,0,4,0,1,4,5,0,2,0,0,0,0,0,0,0,0,0,0,4,7,1,0,1,0,0,2,0,1,2,3,588,8,55,-34,204,Hartford,2016-10-03
2017,10,3,50,44,21,2,3,3,0,17,8,3,28,31,32,26,12,0,1,2,0,15,3,1,20,21,13,8,2,1,2,0,0,1,5,2,6,8,0,0,1,0,0,0,0,0,0,0,0,0,5,10,6,1,0,1,0,1,0,0,2,2,642,4,67,-33,205,Hartford,2017-10-03
2018,10,3,36,60,25,2,0,1,1,16,6,1,23,24,23,47,16,0,0,0,1,14,3,1,17,18,9,12,6,1,0,1,0,2,2,0,5,5,0,0,0,0,0,0,0,0,1,0,1,1,4,1,3,1,0,0,0,0,0,0,0,0,722,4,67,-32,206,Hartford,2018-10-03
2019,10,3,21,55,33,3,2,2,1,9,2,3,13,16,11,24,22,0,0,1,1,6,1,1,8,9,9,20,5,3,2,0,0,2,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,11,6,0,0,1,0,1,0,0,2,2,732,5,79,-31,207,Hartford,2019-10-03
2020,10,3,62,46,16,19,1,2,0,4,4,1,10,11,22,22,6,9,0,1,0,3,2,0,6,6,32,20,7,10,0,0,0,1,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,1,1,0,0,0,1,1,2,1007,3,124,-29,209,Hartford,2020-10-03
2021,10,3,74,24,13,20,0,0,4,11,5,4,16,20,36,11,7,3,0,0,0,6,1,0,7,7,30,12,5,15,0,0,0,4,4,0,8,8,0,0,0,0,0,0,0,1,0,0,1,1,8,1,1,2,0,0,4,0,0,4,0,4,342,2,42,-35,203,Hartford,2021-10-03
2022,10,3,27,39,25,20,0,3,2,13,2,2,18,20,12,26,20,7,0,2,1,8,1,1,11,12,14,12,1,12,0,1,1,2,1,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,3,0,0,3,3,408,4,24,-34,204,Hartford,2022-10-03
2023,10,3,42,29,28,9,0,1,0,16,3,0,20,20,22,16,23,7,0,1,0,12,2,0,15,15,18,11,2,2,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,3,0,0,3,3,422,3,23,-33,205,Hartford,2023-10-03
2024,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-10-03
2012,11,3,58,36,18,2,0,1,0,13,4,0,18,18,13,12,7,0,0,1,0,8,3,0,12,12,43,21,9,2,0,0,0,4,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,1,0,0,1,1,630,10,38,-1,237,Hartford,2012-11-03
2013,11,3,39,24,12,3,3,2,0,8,4,3,14,17,9,11,8,1,2,0,0,7,2,2,9,11,23,11,2,2,1,2,0,0,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,1,0,0,1,1,486,3,53,0,238,Hartford,2013-11-03
2014,11,3,37,16,24,1,1,4,1,22,1,2,27,29,16,9,15,1,0,4,0,13,1,0,18,18,15,7,4,0,1,0,1,6,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,3,0,0,3,3,609,3,52,1,239,Hartford,2014-11-03
2015,11,3,35,40,29,3,0,0,0,17,5,0,22,22,14,21,15,0,0,0,0,8,2,0,10,10,15,17,7,3,0,0,0,8,3,0,11,11,0,0,1,0,0,0,0,0,0,0,0,0,6,2,6,0,0,0,0,1,0,0,1,1,662,5,66,2,240,Hartford,2015-11-03
2016,11,3,51,41,23,6,3,5,2,22,3,5,30,35,29,23,14,1,3,3,0,18,2,3,23,26,15,12,8,5,0,1,2,2,1,2,4,6,1,0,0,0,0,0,0,1,0,0,1,1,6,6,1,0,0,1,0,1,0,0,2,2,658,15,54,-3,235,Hartford,2016-11-03
2017,11,3,42,39,24,2,0,3,0,16,3,0,22,22,24,13,15,0,0,2,0,12,2,0,16,16,18,21,5,2,0,0,0,4,1,0,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,1,1,580,8,32,-2,236,Hartford,2017-11-03
2018,11,3,47,48,13,13,1,3,0,12,3,1,18,19,25,19,6,3,1,1,0,7,2,1,10,11,20,25,6,10,0,2,0,2,1,0,5,5,0,0,1,0,0,0,0,1,0,0,1,1,2,4,0,0,0,0,0,2,0,0,2,2,674,5,49,-1,237,Hartford,2018-11-03
2019,11,3,39,27,9,6,0,2,1,15,3,1,20,21,11,11,6,1,0,2,0,8,2,0,12,12,20,15,2,3,0,0,1,7,1,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,2,0,0,0,0,0,0,0,0,552,2,47,0,238,Hartford,2019-11-03
2020,11,3,29,38,11,2,0,2,1,9,2,1,13,14,14,16,8,0,0,1,1,7,2,1,10,11,11,17,1,2,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,4,5,1,0,0,0,0,1,0,0,1,1,1009,15,105,2,240,Hartford,2020-11-03
2021,11,3,40,36,21,6,0,2,1,14,5,1,21,22,24,20,15,1,0,0,1,9,3,1,12,13,11,12,4,4,0,2,0,3,0,0,5,5,2,0,0,0,0,0,0,0,1,0,1,1,3,4,2,1,0,0,0,2,1,0,3,3,384,4,35,-4,234,Hartford,2021-11-03
2022,11,3,26,45,13,7,0,2,1,12,6,1,20,21,14,28,9,2,0,2,0,7,4,0,13,13,9,11,4,4,0,0,1,3,2,1,5,6,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,2,0,0,2,2,459,2,53,-3,235,Hartford,2022-11-03
2023,11,3,26,19,22,5,0,3,1,17,3,1,23,24,11,10,16,0,0,0,0,9,2,0,11,11,12,7,6,4,0,3,1,5,1,1,9,10,0,1,0,0,0,0,0,1,0,0,1,1,3,1,0,1,0,0,0,2,0,0,2,2,380,6,22,-2,236,Hartford,2023-11-03
2024,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-11-03
2012,12,3,28,32,27,0,1,3,1,15,7,2,25,27,10,15,17,0,0,1,0,13,2,0,16,16,16,15,6,0,1,2,0,1,2,1,5,6,0,0,0,0,0,0,0,0,2,0,2,2,2,2,4,0,0,0,1,1,1,1,2,3,690,16,64,29,267,Hartford,2012-12-03
2013,12,3,37,63,12,1,0,4,1,21,1,1,26,27,14,31,6,1,0,3,1,13,1,1,17,18,17,24,1,0,0,1,0,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,0,0,0,0,3,0,0,3,3,801,35,84,30,268,Hartford,2013-12-03
2014,12,3,42,38,26,1,2,0,0,15,8,2,23,25,23,19,11,0,2,0,0,6,5,2,11,13,14,11,13,1,0,0,0,7,3,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,4,8,2,0,0,0,0,2,0,0,2,2,693,19,65,31,269,Hartford,2014-12-03
2015,12,3,51,31,20,1,3,3,0,22,3,3,28,31,20,19,4,0,0,2,0,13,2,0,17,17,27,9,9,1,2,1,0,5,1,2,7,9,0,2,2,0,0,0,0,0,0,0,0,0,4,1,5,0,1,0,0,4,0,1,4,5,639,10,64,32,270,Hartford,2015-12-03
2016,12,3,59,28,16,4,1,1,0,7,2,1,10,11,18,9,9,0,0,0,0,5,1,0,6,6,40,14,3,4,1,1,0,1,1,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,1,0,0,1,1,515,2,26,27,265,Hartford,2016-12-03
2017,12,3,43,20,8,7,1,2,1,6,3,2,11,13,8,9,4,0,0,1,0,3,1,0,5,5,29,11,4,7,1,0,1,2,1,2,3,5,3,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,1,1,0,2,2,440,4,30,28,266,Hartford,2017-12-03
2018,12,3,38,46,19,2,1,0,1,12,3,2,15,17,15,23,9,0,0,0,0,10,2,0,12,12,16,19,3,2,1,0,1,2,1,2,3,5,0,0,1,0,0,0,0,0,0,0,0,0,7,4,6,0,0,0,0,0,0,0,0,0,542,4,43,29,267,Hartford,2018-12-03
2019,12,3,31,31,24,4,0,1,1,9,1,1,11,12,11,22,17,0,0,0,0,4,0,0,4,4,15,6,5,3,0,1,0,3,1,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,0,0,1,2,0,1,2,3,621,5,69,30,268,Hartford,2019-12-03
2020,12,3,39,53,10,4,0,0,0,19,2,0,21,21,19,17,7,0,0,0,0,17,0,0,17,17,17,32,2,2,0,0,0,1,2,0,3,3,0,0,0,0,0,0,0,1,0,0,1,1,3,4,1,2,0,0,0,0,0,0,0,0,1013,5,85,32,270,Hartford,2020-12-03
2021,12,3,37,24,30,7,0,1,0,13,3,0,17,17,14,8,19,0,0,0,0,8,2,0,10,10,19,12,5,7,0,1,0,4,1,0,6,6,0,0,2,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,1,0,0,1,1,404,4,45,26,264,Hartford,2021-12-03
2022,12,3,31,20,26,9,0,2,1,11,5,1,18,19,10,5,9,0,0,0,1,7,5,1,12,13,19,15,16,9,0,2,0,4,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,352,1,41,27,265,Hartford,2022-12-03
2023,12,3,39,20,14,8,0,1,0,10,8,0,19,19,12,5,5,0,0,0,0,5,3,0,8,8,25,13,6,8,0,1,0,3,2,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,3,0,5,5,261,1,29,28,266,Hartford,2023-12-03
2024,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-12-03
2012,1,4,44,49,12,1,2,0,1,10,0,3,10,13,15,19,4,0,0,0,1,7,0,1,7,8,20,20,5,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,2,9,10,3,0,0,0,0,2,0,0,2,2,751,13,92,-305,-67,Hartford,2012-01-04
2013,1,4,49,37,23,0,3,1,0,10,0,3,11,14,20,20,14,0,0,1,0,8,0,0,9,9,27,14,6,0,2,0,0,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,1,0,0,0,0,1,0,1,685,12,57,-303,-65,Hartford,2013-01-04
2014,1,4,38,21,18,0,0,4,0,7,1,0,12,12,15,7,9,0,0,2,0,5,0,0,7,7,16,14,6,0,0,2,0,2,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,464,5,40,-302,-64,Hartford,2014-01-04
2015,1,4,36,23,12,3,1,5,0,9,4,1,18,19,14,8,4,0,0,3,0,3,3,0,9,9,16,13,6,3,1,2,0,5,1,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,1,0,0,1,1,348,8,40,-301,-63,Hartford,2015-01-04
2016,1,4,36,28,18,3,1,2,0,11,1,1,14,15,17,16,11,0,1,1,0,7,1,1,9,10,17,10,5,3,0,1,0,4,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,553,17,50,-307,-69,Hartford,2016-01-04
2017,1,4,32,27,26,4,1,2,0,14,1,1,17,18,14,12,10,1,0,2,0,10,0,0,12,12,14,11,10,3,0,0,0,3,1,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,4,3,6,0,1,0,0,1,0,1,1,2,524,9,46,-305,-67,Hartford,2017-01-04
