year,month,day,calls_disorder,calls_behavior,calls_traffic,calls_gun,calls_robbery,calls_burglary,calls_aggravated_assault,calls_theft,calls_mv_theft,calls_violent,calls_property,calls_index,calls_disorder_day,calls_behavior_day,calls_traffic_day,calls_gun_day,calls_robbery_day,calls_burglary_day,calls_aggravated_assault_day,calls_theft_day,calls_mv_theft_day,calls_violent_day,calls_property_day,calls_index_day,calls_disorder_night,calls_behavior_night,calls_traffic_night,calls_gun_night,calls_robbery_night,calls_burglary_night,calls_aggravated_assault_night,calls_theft_night,calls_mv_theft_night,calls_violent_night,calls_property_night,calls_index_night,calls_disorder_is_sunrise,calls_behavior_is_sunrise,calls_traffic_is_sunrise,calls_gun_is_sunrise,calls_robbery_is_sunrise,calls_burglary_is_sunrise,calls_aggravated_assault_is_sunrise,calls_theft_is_sunrise,calls_mv_theft_is_sunrise,calls_violent_is_sunrise,calls_property_is_sunrise,calls_index_is_sunrise,calls_disorder_is_sunset,calls_behavior_is_sunset,calls_traffic_is_sunset,calls_gun_is_sunset,calls_robbery_is_sunset,calls_burglary_is_sunset,calls_aggravated_assault_is_sunset,calls_theft_is_sunset,calls_mv_theft_is_sunset,calls_violent_is_sunset,calls_property_is_sunset,calls_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city,date
2023,5,23,31,33,25,10,0,3,0,20,4,0,27,27,21,26,22,2,0,3,0,19,1,0,23,23,8,4,3,8,0,0,0,1,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,541,2,56,-166,72,Hartford,2023-05-23
2024,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-05-23
2012,6,23,86,51,10,13,3,7,1,12,7,4,26,30,43,33,8,3,1,5,0,9,3,1,17,18,26,5,0,7,2,2,1,2,4,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,17,13,2,3,0,0,0,1,0,0,1,1,630,6,94,-134,104,Hartford,2012-06-23
2013,6,23,72,59,11,12,1,6,1,9,1,2,16,18,20,34,7,1,1,3,0,5,1,1,9,10,30,11,3,5,0,3,1,3,0,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,22,14,1,6,0,0,0,1,0,0,1,1,640,6,95,-133,105,Hartford,2013-06-23
2014,6,23,60,45,15,4,0,2,0,16,5,0,23,23,36,31,11,0,0,1,0,15,5,0,21,21,11,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,3,0,1,0,1,0,0,2,2,725,0,73,-132,106,Hartford,2014-06-23
2015,6,23,47,52,18,4,1,5,0,17,7,1,29,30,35,39,16,1,0,3,0,14,5,0,22,22,8,6,1,3,0,2,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,1,0,0,2,1,1,3,4,620,0,58,-131,107,Hartford,2015-06-23
2016,6,23,56,50,20,9,0,2,1,13,4,1,19,20,35,37,20,2,0,2,0,12,2,0,16,16,15,9,0,3,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,1,0,1,1,619,2,50,-136,102,Hartford,2016-06-23
2017,6,23,41,41,17,4,0,1,3,17,2,3,20,23,25,31,13,2,0,1,2,15,1,2,17,19,10,4,1,2,0,0,1,1,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,1,0,0,1,1,571,6,60,-135,103,Hartford,2017-06-23
2018,6,23,65,49,16,9,0,2,1,8,2,1,12,13,38,27,10,2,0,1,1,5,2,1,8,9,16,14,2,6,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,1,0,0,0,2,0,0,2,2,592,1,80,-134,104,Hartford,2018-06-23
2019,6,23,54,33,17,13,0,0,2,9,2,2,11,13,25,20,12,3,0,0,1,8,2,1,10,11,23,10,2,6,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,0,0,0,0,0,0,570,4,81,-133,105,Hartford,2019-06-23
2020,6,23,113,40,9,3,0,1,0,7,2,0,10,10,39,30,9,1,0,1,0,6,2,0,9,9,32,6,0,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0,0,0,999,6,155,-131,107,Hartford,2020-06-23
2021,6,23,40,39,21,13,0,1,10,17,5,10,23,33,24,29,13,7,0,1,6,15,3,6,19,25,7,7,1,5,0,0,1,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,1,0,0,3,1,0,3,1,4,448,1,53,-137,101,Hartford,2021-06-23
2022,6,23,37,25,11,3,0,1,1,11,5,1,17,18,18,18,10,1,0,1,1,10,3,1,14,15,12,5,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,7,2,0,0,0,0,0,0,1,0,1,1,350,2,34,-136,102,Hartford,2022-06-23
2023,6,23,40,54,31,5,0,4,2,17,9,2,30,32,18,42,23,0,0,3,2,14,9,2,26,28,14,7,2,2,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,7,5,6,3,0,0,0,2,0,0,2,2,472,2,64,-135,103,Hartford,2023-06-23
2024,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-06-23
2012,7,23,48,43,11,3,0,7,1,19,8,1,34,35,35,30,9,0,0,4,0,15,4,0,23,23,8,8,1,2,0,2,1,3,3,1,8,9,0,0,0,0,0,1,0,0,1,0,2,2,5,5,1,1,0,0,0,1,0,0,1,1,584,6,37,-104,134,Hartford,2012-07-23
2013,7,23,48,64,20,1,3,5,0,13,1,3,19,22,31,54,17,1,0,5,0,13,1,0,19,19,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,3,0,3,861,3,61,-103,135,Hartford,2013-07-23
2014,7,23,47,46,18,2,1,1,0,12,3,1,16,17,27,37,16,0,1,1,0,11,1,1,13,14,14,4,0,2,0,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,1,0,0,1,1,738,4,62,-102,136,Hartford,2014-07-23
2015,7,23,53,63,30,1,2,8,0,13,3,2,24,26,29,50,25,0,1,6,0,10,2,1,18,19,15,9,1,1,1,2,0,1,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,0,2,1,0,3,3,662,1,51,-101,137,Hartford,2015-07-23
2016,7,23,72,42,12,8,0,4,1,16,5,1,25,26,30,30,8,0,0,2,1,11,4,1,17,18,30,11,1,7,0,2,0,4,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,1,0,0,0,1,0,0,1,1,536,5,73,-106,132,Hartford,2016-07-23
2017,7,23,61,25,18,5,0,0,0,6,2,0,8,8,26,16,13,3,0,0,0,3,2,0,5,5,29,4,3,2,0,0,0,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,522,3,44,-105,133,Hartford,2017-07-23
2018,7,23,56,60,14,2,0,2,1,15,4,1,21,22,33,43,11,0,0,1,0,14,2,0,17,17,14,6,2,2,0,1,1,1,1,1,3,4,0,2,0,0,0,0,0,0,0,0,0,0,9,9,1,0,0,0,0,0,1,0,1,1,651,4,69,-104,134,Hartford,2018-07-23
2019,7,23,42,38,19,2,0,2,1,19,4,1,25,26,36,31,16,0,0,1,1,15,4,1,20,21,2,5,1,2,0,0,0,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,1,0,1,0,0,2,2,729,5,73,-103,135,Hartford,2019-07-23
2020,7,23,43,30,13,9,0,0,0,10,3,0,13,13,33,20,12,2,0,0,0,9,0,0,9,9,6,4,1,3,0,0,0,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,1,0,1,1,820,4,85,-101,137,Hartford,2020-07-23
2021,7,23,35,53,17,5,0,2,1,10,3,1,15,16,15,33,14,1,0,2,1,10,3,1,15,16,14,16,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,428,2,50,-107,131,Hartford,2021-07-23
2022,7,23,57,24,20,11,0,3,7,6,2,7,11,18,23,20,17,5,0,2,5,6,2,5,10,15,27,4,3,6,0,1,2,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,364,2,26,-106,132,Hartford,2022-07-23
2023,7,23,59,26,15,7,0,2,2,15,3,2,20,22,18,14,9,2,0,1,0,10,3,0,14,14,31,11,5,5,0,1,1,5,0,1,6,7,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,1,0,1,367,2,38,-105,133,Hartford,2023-07-23
2024,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-07-23
2012,8,23,60,53,9,2,1,5,2,18,5,3,28,31,31,36,7,0,0,5,0,13,2,0,20,20,22,12,1,2,0,0,2,2,2,2,4,6,0,0,0,0,0,0,0,0,1,0,1,1,7,5,1,0,1,0,0,3,0,1,3,4,706,3,69,-73,165,Hartford,2012-08-23
2013,8,23,73,71,7,5,0,4,1,21,0,1,25,26,40,46,4,1,0,2,0,16,0,0,18,18,28,19,3,4,0,2,1,3,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,2,0,0,2,2,821,2,62,-72,166,Hartford,2013-08-23
2014,8,23,78,35,11,3,1,2,2,15,4,3,21,24,37,26,8,1,1,1,0,9,3,1,13,14,33,6,3,2,0,1,1,4,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,1,2,0,1,2,3,584,2,49,-71,167,Hartford,2014-08-23
2015,8,23,56,38,9,0,3,6,0,9,4,3,19,22,28,22,4,0,0,3,0,6,3,0,12,12,27,11,3,0,3,2,0,3,1,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,1,0,0,0,0,1,1,455,2,31,-70,168,Hartford,2015-08-23
2016,8,23,40,40,24,1,1,3,0,13,5,1,21,22,20,26,19,1,0,3,0,10,2,0,15,15,10,10,2,0,1,0,0,1,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,2,0,0,2,2,476,1,40,-75,163,Hartford,2016-08-23
2017,8,23,43,29,15,1,0,2,1,21,3,1,26,27,22,21,13,0,0,1,0,15,1,0,17,17,17,5,1,1,0,1,1,5,2,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,1,0,0,1,1,550,3,48,-74,164,Hartford,2017-08-23
2018,8,23,23,55,14,2,0,0,0,5,1,0,6,6,11,22,9,1,0,0,0,4,1,0,5,5,7,22,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,11,2,0,0,0,0,0,0,0,0,0,608,2,75,-73,165,Hartford,2018-08-23
2019,8,23,45,62,22,3,1,1,0,6,2,1,9,10,23,40,18,1,0,1,0,5,2,0,8,8,16,14,2,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,8,1,0,0,0,0,1,0,0,1,1,712,4,63,-72,166,Hartford,2019-08-23
2020,8,23,59,28,11,6,1,2,1,13,3,2,18,20,18,15,7,2,0,1,1,11,3,1,15,16,35,10,4,4,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,2,0,0,2,2,747,7,94,-70,168,Hartford,2020-08-23
2021,8,23,31,26,19,2,0,1,1,26,3,1,30,31,15,17,12,1,0,0,0,20,2,0,22,22,11,6,5,1,0,1,1,1,1,1,3,4,0,1,1,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,5,0,0,5,5,287,2,35,-76,162,Hartford,2021-08-23
2022,8,23,24,34,30,5,0,3,1,10,6,1,19,20,16,26,25,1,0,3,1,7,5,1,15,16,6,6,3,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,0,0,0,1,0,0,1,1,385,5,29,-75,163,Hartford,2022-08-23
2023,8,23,27,42,14,4,0,0,0,12,3,0,15,15,20,20,13,1,0,0,0,10,1,0,11,11,5,13,1,2,0,0,0,2,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,2,8,0,1,0,0,0,0,1,0,1,1,407,2,40,-74,164,Hartford,2023-08-23
2024,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-08-23
2012,9,23,56,22,17,0,1,3,0,7,1,1,11,12,28,10,7,0,0,2,0,6,0,0,8,8,26,9,10,0,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,2,2,493,4,30,-42,196,Hartford,2012-09-23
2013,9,23,37,65,15,4,1,4,1,12,5,2,21,23,22,38,14,2,1,4,0,10,2,1,16,17,11,21,1,1,0,0,1,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,0,0,0,1,1,0,2,2,837,4,65,-41,197,Hartford,2013-09-23
2014,9,23,43,54,23,2,0,7,1,10,6,1,23,24,26,38,20,0,0,6,0,10,4,0,20,20,10,9,3,1,0,1,1,0,1,1,2,3,0,0,0,0,0,0,0,0,1,0,1,1,7,7,0,1,0,0,0,0,0,0,0,0,791,10,64,-40,198,Hartford,2014-09-23
2015,9,23,48,44,22,1,1,10,0,13,3,1,26,27,31,32,18,0,1,7,0,10,2,1,19,20,11,8,2,0,0,2,0,1,1,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,6,4,1,1,0,1,0,2,0,0,3,3,687,3,59,-39,199,Hartford,2015-09-23
2016,9,23,47,43,23,4,4,4,1,13,4,5,21,26,17,25,17,2,0,2,1,10,3,1,15,16,26,17,5,2,4,2,0,1,1,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,2,0,0,2,2,625,5,60,-44,194,Hartford,2016-09-23
2017,9,23,78,43,11,2,0,2,3,12,4,3,18,21,32,16,6,0,0,0,1,7,3,1,10,11,39,18,4,2,0,1,2,4,1,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,0,0,1,0,1,0,0,2,2,531,2,50,-43,195,Hartford,2017-09-23
2018,9,23,43,27,10,5,1,1,0,8,2,1,11,12,22,14,6,0,1,1,0,5,0,1,6,7,19,11,3,5,0,0,0,3,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,451,4,44,-42,196,Hartford,2018-09-23
2019,9,23,41,41,20,2,0,3,0,13,0,0,16,16,24,25,13,1,0,1,0,9,0,0,10,10,14,9,4,1,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,1,0,2,0,0,3,3,690,6,59,-41,197,Hartford,2019-09-23
2020,9,23,36,48,11,5,0,1,0,15,5,0,21,21,22,40,10,2,0,0,0,7,4,0,11,11,10,8,1,3,0,1,0,7,1,0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,999,2,87,-39,199,Hartford,2020-09-23
2021,9,23,52,46,19,3,0,4,1,13,0,1,17,18,32,34,15,1,0,4,0,10,0,0,14,14,17,9,0,2,0,0,1,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,1,0,0,1,1,412,5,33,-45,193,Hartford,2021-09-23
2022,9,23,37,48,31,6,0,5,2,12,5,2,22,24,21,23,21,2,0,4,2,11,5,2,20,22,13,16,10,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,1,0,1,0,0,0,0,1,1,514,1,43,-44,194,Hartford,2022-09-23
2023,9,23,33,19,12,13,0,3,0,12,3,0,18,18,9,9,6,3,0,2,0,11,2,0,15,15,22,10,4,9,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,1,1,293,2,20,-43,195,Hartford,2023-09-23
2024,9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-09-23
2012,10,23,49,65,13,1,3,2,0,17,2,3,21,24,27,44,9,1,2,1,0,12,2,2,15,17,21,13,2,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,1,0,0,3,0,1,3,4,769,31,62,-12,226,Hartford,2012-10-23
2013,10,23,47,70,14,0,2,5,0,11,3,2,19,21,22,43,8,0,1,2,0,8,2,1,12,13,16,21,4,0,0,3,0,2,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,0,1,0,0,1,0,1,1,2,845,43,74,-11,227,Hartford,2013-10-23
2014,10,23,45,35,23,2,0,4,0,18,2,0,24,24,20,29,16,0,0,3,0,16,2,0,21,21,19,5,5,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,1,0,1,0,0,2,2,689,20,55,-10,228,Hartford,2014-10-23
2015,10,23,46,42,22,2,0,5,0,15,5,0,25,25,29,19,19,0,0,3,0,12,4,0,19,19,14,17,2,2,0,2,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,2,0,0,2,2,679,14,65,-9,229,Hartford,2015-10-23
2016,10,23,42,28,17,5,0,3,1,10,3,1,16,17,19,12,7,0,0,2,0,8,3,0,13,13,20,13,7,5,0,1,1,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,430,9,45,-14,224,Hartford,2016-10-23
2017,10,23,40,52,14,4,2,2,0,14,3,2,19,21,24,32,9,2,0,2,0,11,2,0,15,15,14,13,2,2,1,0,0,2,0,1,2,3,1,0,0,0,0,0,0,0,1,0,1,1,1,7,3,0,1,0,0,1,0,1,1,2,622,7,63,-13,225,Hartford,2017-10-23
2018,10,23,33,60,11,2,0,1,1,15,4,1,20,21,16,41,6,1,0,1,1,12,3,1,16,17,14,14,2,1,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,729,8,75,-12,226,Hartford,2018-10-23
2019,10,23,22,45,24,7,2,2,3,11,2,5,15,20,9,28,19,1,0,1,0,5,2,0,8,8,10,13,1,3,2,1,1,3,0,3,4,7,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,2,3,0,2,3,5,593,14,58,-11,227,Hartford,2019-10-23
2020,10,23,42,66,18,7,0,3,1,6,3,1,12,13,16,33,12,3,0,3,0,5,1,0,9,9,21,30,4,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,1,2,0,3,3,1121,5,141,-9,229,Hartford,2020-10-23
2021,10,23,42,20,27,9,0,0,1,7,4,1,11,12,19,10,11,1,0,0,1,5,1,1,6,7,17,10,11,8,0,0,0,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,1,1,0,2,2,336,2,46,-15,223,Hartford,2021-10-23
2022,10,23,41,19,11,6,0,0,0,9,5,0,14,14,7,9,8,2,0,0,0,5,5,0,10,10,33,9,2,4,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,254,2,19,-14,224,Hartford,2022-10-23
2023,10,23,27,17,18,5,1,2,3,11,5,4,18,22,13,8,13,1,1,1,2,10,5,3,16,19,9,7,3,4,0,0,1,1,0,1,1,2,1,0,1,0,0,1,0,0,0,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,370,6,31,-13,225,Hartford,2023-10-23
2024,10,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-10-23
2012,11,23,35,32,14,2,3,3,0,10,1,3,14,17,12,14,8,0,1,1,0,3,1,1,5,6,19,17,3,2,2,2,0,5,0,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,2,0,0,2,2,547,4,51,19,257,Hartford,2012-11-23
2013,11,23,51,19,15,2,0,2,0,10,9,0,21,21,18,9,8,0,0,1,0,6,5,0,12,12,30,9,5,2,0,1,0,4,4,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,542,7,40,20,258,Hartford,2013-11-23
2014,11,23,51,22,4,4,6,1,1,9,5,7,15,22,17,11,2,0,0,0,0,7,3,0,10,10,29,10,2,4,6,1,1,2,1,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,1,1,502,2,43,21,259,Hartford,2014-11-23
2015,11,23,42,23,19,1,0,4,0,19,4,0,27,27,23,13,10,1,0,4,0,11,3,0,18,18,17,8,3,0,0,0,0,6,1,0,7,7,0,0,0,0,0,0,0,1,0,0,1,1,2,2,6,0,0,0,0,1,0,0,1,1,576,6,44,22,260,Hartford,2015-11-23
2016,11,23,37,31,30,4,0,3,0,13,2,0,18,18,18,13,17,2,0,3,0,8,1,0,12,12,14,15,9,1,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,1,0,0,1,1,4,3,4,1,0,0,0,3,0,0,3,3,647,7,37,17,255,Hartford,2016-11-23
2017,11,23,38,19,7,6,2,2,0,6,0,2,8,10,15,9,3,0,0,2,0,4,0,0,6,6,19,9,4,6,2,0,0,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,340,5,26,18,256,Hartford,2017-11-23
2018,11,23,33,44,15,1,0,1,0,10,7,0,18,18,10,20,12,0,0,0,0,6,3,0,9,9,21,16,2,1,0,1,0,2,3,0,6,6,0,0,1,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,2,1,0,3,3,688,4,82,19,257,Hartford,2018-11-23
2019,11,23,39,27,20,8,0,2,2,11,3,2,16,18,10,11,8,3,0,2,0,7,1,0,10,10,27,15,9,3,0,0,2,3,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,1,1,0,2,2,661,2,59,20,258,Hartford,2019-11-23
2020,11,23,32,21,9,1,1,1,0,10,2,1,13,14,18,11,4,0,0,1,0,7,2,0,10,10,11,9,4,1,1,0,0,3,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,842,6,60,22,260,Hartford,2020-11-23
2021,11,23,32,27,33,5,0,1,0,18,4,0,23,23,10,12,22,0,0,0,0,11,4,0,15,15,20,12,7,5,0,0,0,4,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,1,0,3,0,0,4,4,366,2,35,16,254,Hartford,2021-11-23
2022,11,23,31,27,35,4,0,4,1,12,6,1,22,23,15,17,18,1,0,1,0,9,3,0,13,13,10,8,6,3,0,3,1,3,3,1,9,10,1,0,9,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,373,12,57,17,255,Hartford,2022-11-23
2023,11,23,47,20,21,13,0,3,0,5,2,0,10,10,20,12,10,3,0,2,0,3,1,0,6,6,24,8,11,10,0,1,0,2,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,239,2,13,18,256,Hartford,2023-11-23
2024,11,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-11-23
2012,12,23,45,22,11,3,1,4,1,9,3,2,16,18,22,8,6,2,0,2,0,7,0,0,9,9,21,14,5,1,1,2,0,2,3,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,460,5,44,49,287,Hartford,2012-12-23
2013,12,23,40,18,17,0,2,2,0,17,3,2,22,24,12,8,9,0,0,1,0,9,2,0,12,12,23,8,4,0,2,1,0,7,0,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,1,1,0,2,2,633,9,61,50,288,Hartford,2013-12-23
2014,12,23,45,18,25,0,1,3,0,10,5,1,18,19,20,14,13,0,1,2,0,5,1,1,8,9,22,2,10,0,0,1,0,3,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,2,0,0,2,2,566,8,50,51,289,Hartford,2014-12-23
2015,12,23,42,34,24,0,0,4,0,9,1,0,14,14,19,13,9,0,0,4,0,7,0,0,11,11,17,14,8,0,0,0,0,2,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,590,12,57,52,290,Hartford,2015-12-23
2016,12,23,32,30,20,2,2,2,0,17,3,2,22,24,7,16,10,1,0,2,0,10,1,0,13,13,21,10,6,1,2,0,0,5,1,2,6,8,0,0,1,0,0,0,0,1,0,0,1,1,4,4,3,0,0,0,0,1,1,0,2,2,492,8,36,47,285,Hartford,2016-12-23
2017,12,23,28,19,11,5,0,1,1,6,1,1,8,9,8,6,2,1,0,0,0,3,1,0,4,4,16,12,8,4,0,1,1,3,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,403,4,40,48,286,Hartford,2017-12-23
2018,12,23,41,26,9,6,1,0,0,8,3,1,11,12,13,6,4,0,0,0,0,5,2,0,7,7,26,18,4,6,1,0,0,2,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,420,3,44,49,287,Hartford,2018-12-23
2019,12,23,44,40,18,3,2,1,0,10,4,2,15,17,19,20,12,1,1,1,0,9,0,1,10,11,19,15,5,2,1,0,0,1,3,1,4,5,0,0,0,0,0,0,0,0,1,0,1,1,6,5,1,0,0,0,0,0,0,0,0,0,647,6,55,50,288,Hartford,2019-12-23
2020,12,23,33,36,10,6,0,1,0,3,7,0,11,11,12,11,5,2,0,0,0,2,5,0,7,7,16,20,3,4,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,1,0,1,0,0,2,2,824,10,101,52,290,Hartford,2020-12-23
2021,12,23,31,38,20,3,0,1,1,14,5,1,20,21,19,23,15,1,0,1,0,6,5,0,12,12,9,12,4,2,0,0,1,4,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,4,0,0,4,4,329,3,27,46,284,Hartford,2021-12-23
2022,12,23,35,27,14,2,0,4,0,9,4,0,17,17,18,17,5,0,0,2,0,6,4,0,12,12,15,7,7,2,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,2,0,1,0,0,3,3,444,11,58,47,285,Hartford,2022-12-23
2023,12,23,34,23,13,10,0,0,6,10,1,6,11,17,16,10,9,0,0,0,0,5,0,0,5,5,17,9,4,9,0,0,6,2,1,6,3,9,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,3,3,284,2,32,48,286,Hartford,2023-12-23
