year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_mv_theft,crime_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_mv_theft_day,crime_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_mv_theft_night,crime_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_mv_theft_is_sunrise,crime_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_mv_theft_is_sunset,crime_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2013,11,24,0,1,1,1,0,6,3,2,7,9,0,0,0,0,0,2,0,0,2,2,0,1,1,1,0,3,3,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,52,0,6,21,259,Hartford
2014,11,24,0,0,3,3,0,12,2,3,15,18,0,0,1,0,0,7,0,1,7,8,0,0,2,1,0,2,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,5,5,125,0,13,22,260,Hartford
2015,11,24,0,1,4,4,0,12,2,5,16,21,0,0,1,3,0,7,1,1,10,11,0,1,2,1,0,5,1,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,111,1,13,23,261,Hartford
2016,11,24,0,0,0,3,0,12,2,0,15,15,0,0,0,0,0,5,0,0,5,5,0,0,0,3,0,6,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,71,0,8,18,256,Hartford
2017,11,24,0,3,0,2,0,5,2,3,7,10,0,1,0,0,0,3,1,1,3,4,0,2,0,1,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,75,0,7,19,257,Hartford
2018,11,24,0,0,0,2,0,6,5,0,8,8,0,0,0,0,0,5,0,0,5,5,0,0,0,2,0,1,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,12,20,258,Hartford
2019,11,24,0,0,2,0,0,6,1,2,6,8,0,0,0,0,0,3,0,0,3,3,0,0,2,0,0,2,1,2,2,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,62,2,5,21,259,Hartford
2020,11,24,0,0,0,1,0,14,9,0,15,15,0,0,0,0,0,3,2,0,3,3,0,0,0,1,0,11,7,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,1,9,23,261,Hartford
2021,11,24,25,0,1,2,3,5,1,1,10,11,18,0,1,2,1,3,0,1,6,7,6,0,0,0,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,89,2,7,17,255,Hartford
2022,11,24,18,0,3,2,2,1,1,3,5,8,13,0,1,0,2,1,0,1,3,4,5,0,2,2,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,4,18,256,Hartford
2023,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,11,24,21,0,2,0,0,11,2,2,11,13,7,0,0,0,0,7,0,0,7,7,11,0,1,0,0,4,1,1,4,5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,1,77,0,7,21,259,Hartford
2012,12,24,0,0,0,4,0,5,0,0,9,9,0,0,0,2,0,4,0,0,6,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,52,1,9,50,288,Hartford
2013,12,24,0,0,0,5,0,16,4,0,21,21,0,0,0,4,0,6,1,0,10,10,0,0,0,1,0,8,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,100,2,10,51,289,Hartford
2014,12,24,0,2,0,4,0,5,0,2,9,11,0,1,0,3,0,1,0,1,4,5,0,1,0,1,0,3,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,78,1,6,52,290,Hartford
2015,12,24,0,1,6,2,0,9,3,7,11,18,0,0,1,1,0,4,0,1,5,6,0,1,4,1,0,4,3,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,88,1,6,53,291,Hartford
2016,12,24,0,1,2,2,1,13,3,3,16,19,0,0,1,0,0,3,0,1,3,4,0,1,1,2,1,9,3,2,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,70,0,5,48,286,Hartford
2017,12,24,0,0,0,0,0,8,4,0,8,8,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,3,49,287,Hartford
2018,12,24,0,0,0,0,0,4,3,0,4,4,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,3,50,288,Hartford
2019,12,24,0,1,3,0,0,5,4,4,5,9,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,3,2,2,4,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,1,0,2,1,3,72,3,9,51,289,Hartford
2020,12,24,0,0,3,0,0,4,6,3,4,7,0,0,2,0,0,2,0,2,2,4,0,0,1,0,0,2,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,80,0,7,53,291,Hartford
2021,12,24,14,0,3,1,0,3,0,3,4,7,3,0,3,1,0,3,0,3,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,4,47,285,Hartford
2022,12,24,10,0,2,0,2,4,1,2,6,8,4,0,0,0,1,1,0,0,2,2,4,0,2,0,1,3,1,2,4,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,53,0,6,48,286,Hartford
2023,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,12,24,11,0,0,2,2,2,1,0,6,6,5,0,0,0,2,1,0,0,3,3,3,0,0,2,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,60,0,7,51,289,Hartford
2012,1,25,0,0,3,1,0,9,0,3,10,13,0,0,1,0,0,5,0,1,5,6,0,0,1,1,0,4,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,115,1,7,-284,-46,Hartford
2013,1,25,0,1,1,4,0,4,0,2,8,10,0,0,1,3,0,1,0,1,4,5,0,1,0,1,0,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,105,0,8,-282,-44,Hartford
2014,1,25,0,1,3,2,0,9,4,4,11,15,0,0,1,1,0,5,1,1,6,7,0,1,1,1,0,4,2,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,80,0,5,-281,-43,Hartford
2015,1,25,0,2,3,0,0,6,4,5,6,11,0,0,0,0,0,3,0,0,3,3,0,2,2,0,0,3,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,59,0,4,-280,-42,Hartford
2016,1,25,0,0,1,7,0,3,0,1,10,11,0,0,0,2,0,3,0,0,5,5,0,0,1,4,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,95,0,6,-286,-48,Hartford
2017,1,25,0,0,0,1,0,11,0,0,12,12,0,0,0,1,0,3,0,0,4,4,0,0,0,0,0,7,0,0,7,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,85,3,5,-284,-46,Hartford
2018,1,25,0,0,0,0,0,7,2,0,7,7,0,0,0,0,0,3,1,0,3,3,0,0,0,0,0,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,9,-283,-45,Hartford
2019,1,25,0,1,3,1,0,6,2,4,7,11,0,0,2,1,0,3,0,2,4,6,0,1,1,0,0,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,94,0,9,-282,-44,Hartford
2020,1,25,0,0,3,0,1,2,6,3,3,6,0,0,1,0,1,1,2,1,2,3,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,79,1,11,-281,-43,Hartford
2021,1,25,0,0,0,2,1,9,6,0,12,12,0,0,0,1,1,3,0,0,5,5,0,0,0,1,0,5,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,110,3,8,-286,-48,Hartford
2022,1,25,18,1,1,0,0,6,3,2,6,8,10,0,0,0,0,5,0,0,5,5,5,1,1,0,0,1,3,2,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,129,0,5,-285,-47,Hartford
2023,1,25,33,3,1,0,4,11,9,4,15,19,17,0,0,0,3,9,0,0,12,12,16,3,1,0,1,1,9,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,141,1,4,-284,-46,Hartford
2024,1,25,14,1,1,0,3,7,3,2,10,12,8,1,0,0,1,4,0,1,5,6,5,0,1,0,1,2,3,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,96,3,15,-283,-45,Hartford
2012,2,25,0,0,2,3,1,8,1,2,12,14,0,0,0,2,1,4,0,0,7,7,0,0,2,1,0,4,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,5,-253,-15,Hartford
2013,2,25,0,4,0,1,0,7,2,4,8,12,0,1,0,0,0,4,0,1,4,5,0,3,0,1,0,2,2,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,114,0,6,-251,-13,Hartford
2014,2,25,0,1,3,0,1,18,0,4,19,23,0,1,1,0,1,15,0,2,16,18,0,0,2,0,0,3,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,8,-250,-12,Hartford
2015,2,25,0,0,0,0,0,5,1,0,5,5,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,10,-249,-11,Hartford
2016,2,25,0,0,0,2,0,9,0,0,11,11,0,0,0,2,0,4,0,0,6,6,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,114,1,7,-255,-17,Hartford
2017,2,25,0,1,1,1,0,8,1,2,9,11,0,0,1,0,0,4,0,1,4,5,0,1,0,1,0,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,77,0,7,-253,-15,Hartford
2018,2,25,0,0,1,1,0,8,2,1,9,10,0,0,0,1,0,4,0,0,5,5,0,0,1,0,0,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,66,1,6,-252,-14,Hartford
2019,2,25,0,0,2,0,0,9,3,2,9,11,0,0,1,0,0,6,0,1,6,7,0,0,1,0,0,3,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107,1,10,-251,-13,Hartford
2020,2,25,0,0,1,2,1,13,0,1,16,17,0,0,1,1,0,3,0,1,4,5,0,0,0,1,1,8,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,103,0,10,-250,-12,Hartford
2021,2,25,0,0,3,0,0,6,6,3,6,9,0,0,1,0,0,3,0,1,3,4,0,0,1,0,0,3,6,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,108,1,13,-255,-17,Hartford
2022,2,25,14,1,3,1,2,5,2,4,8,12,9,1,1,1,1,4,1,2,6,8,5,0,2,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,3,-254,-16,Hartford
2023,2,25,16,0,0,2,5,6,1,0,13,13,6,0,0,1,3,2,0,0,6,6,10,0,0,1,2,3,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,70,0,2,-253,-15,Hartford
2024,2,25,24,0,2,0,4,3,4,2,7,9,14,0,0,0,1,3,0,0,4,4,9,0,1,0,3,0,3,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,73,0,6,-252,-14,Hartford
2012,3,25,0,1,1,1,0,13,1,2,14,16,0,0,1,1,0,8,0,1,9,10,0,0,0,0,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,3,81,0,4,-224,14,Hartford
2013,3,25,0,0,1,2,0,7,0,1,9,10,0,0,1,2,0,5,0,1,7,8,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,5,-223,15,Hartford
2014,3,25,0,0,1,0,0,6,0,1,6,7,0,0,1,0,0,3,0,1,3,4,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,93,0,3,-222,16,Hartford
2015,3,25,0,0,1,1,0,12,0,1,13,14,0,0,0,0,0,8,0,0,8,8,0,0,0,1,0,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,105,0,3,-221,17,Hartford
2016,3,25,0,1,1,2,0,4,0,2,6,8,0,1,1,2,0,3,0,2,5,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,6,-226,12,Hartford
2017,3,25,0,2,2,4,0,9,6,4,13,17,0,1,0,2,0,6,0,1,8,9,0,1,2,2,0,2,6,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,91,0,7,-225,13,Hartford
2018,3,25,0,3,2,1,1,8,4,5,10,15,0,2,2,1,1,6,1,4,8,12,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,73,0,6,-224,14,Hartford
2019,3,25,0,0,0,2,1,8,1,0,11,11,0,0,0,1,1,2,0,0,4,4,0,0,0,1,0,6,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2,3,-223,15,Hartford
2020,3,25,0,0,2,1,0,7,4,2,8,10,0,0,1,0,0,1,0,1,1,2,0,0,1,1,0,5,2,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,61,0,7,-221,17,Hartford
2021,3,25,0,0,2,2,0,4,3,2,6,8,0,0,1,0,0,2,0,1,2,3,0,0,1,1,0,2,2,1,3,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,117,1,12,-227,11,Hartford
2022,3,25,26,0,3,1,0,5,1,3,6,9,18,0,3,1,0,4,0,3,5,8,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,109,0,13,-226,12,Hartford
2023,3,25,12,0,1,0,5,1,7,1,6,7,7,0,1,0,4,1,1,1,5,6,5,0,0,0,1,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,8,-225,13,Hartford
2024,3,25,21,0,1,0,4,7,1,1,11,12,15,0,1,0,3,6,0,1,9,10,6,0,0,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,4,-223,15,Hartford
2012,4,25,0,0,2,3,0,8,1,2,11,13,0,0,2,3,0,5,0,2,8,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,144,0,8,-193,45,Hartford
2013,4,25,0,1,1,0,0,11,2,2,11,13,0,1,1,0,0,6,1,2,6,8,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,149,0,15,-192,46,Hartford
2014,4,25,0,1,1,2,0,7,1,2,9,11,0,1,0,2,0,2,0,1,4,5,0,0,1,0,0,5,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118,0,8,-191,47,Hartford
2015,4,25,0,1,4,2,0,14,3,5,16,21,0,0,3,2,0,10,1,3,12,15,0,1,1,0,0,3,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,78,1,7,-190,48,Hartford
2016,4,25,0,0,3,0,1,5,6,3,6,9,0,0,1,0,1,4,3,1,5,6,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,99,0,11,-195,43,Hartford
2017,4,25,0,2,3,2,0,19,2,5,21,26,0,1,2,1,0,12,0,3,13,16,0,1,0,1,0,4,2,1,5,6,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,1,2,3,87,2,6,-194,44,Hartford
2018,4,25,0,0,2,2,0,9,2,2,11,13,0,0,0,1,0,5,2,0,6,6,0,0,1,1,0,2,0,1,3,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,2,102,1,11,-193,45,Hartford
2019,4,25,0,0,1,1,0,11,3,1,12,13,0,0,0,1,0,8,1,0,9,9,0,0,1,0,0,3,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,7,-192,46,Hartford
2020,4,25,0,0,2,1,0,7,5,2,8,10,0,0,2,1,0,5,1,2,6,8,0,0,0,0,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,7,-190,48,Hartford
2021,4,25,0,1,2,0,0,13,13,3,13,16,0,0,1,0,0,6,3,1,6,7,0,0,1,0,0,5,8,1,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2,3,102,2,8,-196,42,Hartford
2022,4,25,30,0,3,2,4,7,4,3,13,16,25,0,3,2,4,7,4,3,13,16,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110,1,5,-195,43,Hartford
2023,4,25,19,0,1,0,1,3,7,1,4,5,12,0,0,0,0,3,2,0,3,3,4,0,1,0,1,0,5,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,91,0,6,-194,44,Hartford
2024,4,25,18,1,1,0,0,5,4,2,5,7,14,0,1,0,0,5,3,1,5,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,97,0,8,-192,46,Hartford
2012,5,25,0,0,1,5,0,10,4,1,15,16,0,0,1,4,0,6,0,1,10,11,0,0,0,1,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,140,0,19,-163,75,Hartford
2013,5,25,0,2,1,3,0,5,6,3,8,11,0,0,0,3,0,3,1,0,6,6,0,2,1,0,0,2,4,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109,2,12,-162,76,Hartford
2014,5,25,0,0,1,2,0,11,1,1,13,14,0,0,1,1,0,6,0,1,7,8,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,85,1,9,-161,77,Hartford
2015,5,25,0,2,3,1,0,11,3,5,12,17,0,1,2,1,0,7,0,3,8,11,0,1,0,0,0,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,3,80,1,6,-160,78,Hartford
2016,5,25,0,2,2,1,0,11,2,4,12,16,0,1,2,1,0,9,0,3,10,13,0,1,0,0,0,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,12,-165,73,Hartford
2017,5,25,0,0,0,2,0,8,0,0,10,10,0,0,0,1,0,7,0,0,8,8,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,10,-164,74,Hartford
2018,5,25,0,0,2,3,0,8,5,2,11,13,0,0,1,2,0,3,2,1,5,6,0,0,0,0,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,3,4,152,0,17,-163,75,Hartford
2019,5,25,0,1,0,0,0,7,3,1,7,8,0,0,0,0,0,4,0,0,4,4,0,1,0,0,0,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,80,1,10,-162,76,Hartford
2020,5,25,0,0,2,1,2,4,7,2,7,9,0,0,1,1,2,3,1,1,6,7,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,113,0,13,-160,78,Hartford
2021,5,25,21,0,0,2,2,7,3,0,11,11,15,0,0,1,2,7,3,0,10,10,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,105,4,11,-166,72,Hartford
2022,5,25,11,1,2,1,1,7,4,3,9,12,6,1,1,1,1,4,2,2,6,8,4,0,1,0,0,3,1,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,96,0,11,-165,73,Hartford
2023,5,25,14,0,1,1,5,7,0,1,13,14,11,0,0,1,3,4,0,0,8,8,2,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,4,4,78,1,11,-164,74,Hartford
2024,5,25,29,1,0,1,2,6,3,1,9,10,13,0,0,1,2,4,0,0,7,7,10,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,1,0,1,106,0,15,-162,76,Hartford
2012,6,25,0,1,2,2,0,9,3,3,11,14,0,0,1,2,0,5,1,1,7,8,0,1,1,0,0,2,0,2,2,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,1,1,102,1,10,-132,106,Hartford
2013,6,25,0,1,2,1,0,11,3,3,12,15,0,1,0,1,0,7,1,1,8,9,0,0,2,0,0,3,0,2,3,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,129,1,7,-131,107,Hartford
2014,6,25,0,5,1,3,0,13,2,6,16,22,0,5,1,2,0,12,1,6,14,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,150,0,15,-130,108,Hartford
2015,6,25,0,2,0,2,2,18,1,2,22,24,0,1,0,1,2,12,1,1,15,16,0,1,0,0,0,5,0,1,5,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,115,2,4,-129,109,Hartford
2016,6,25,0,1,4,3,0,8,4,5,11,16,0,0,1,2,0,6,1,1,8,9,0,1,3,0,0,1,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,87,1,9,-134,104,Hartford
2017,6,25,0,0,1,0,1,9,5,1,10,11,0,0,0,0,1,3,1,0,4,4,0,0,0,0,0,5,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,81,0,8,-133,105,Hartford
2018,6,25,0,0,2,3,0,8,4,2,11,13,0,0,2,0,0,5,1,2,5,7,0,0,0,3,0,1,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,93,2,16,-132,106,Hartford
2019,6,25,0,1,1,1,0,4,3,2,5,7,0,0,0,0,0,2,1,0,2,2,0,1,1,1,0,2,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,7,-131,107,Hartford
2020,6,25,0,1,3,0,0,9,6,4,9,13,0,0,2,0,0,3,0,2,3,5,0,1,1,0,0,5,5,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,103,0,17,-129,109,Hartford
2021,6,25,20,0,1,0,1,15,1,1,16,17,17,0,1,0,1,14,1,1,15,16,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97,1,10,-135,103,Hartford
2022,6,25,27,2,4,4,3,9,6,6,16,22,14,0,2,2,3,7,4,2,12,14,11,2,2,2,0,1,2,4,3,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,116,0,8,-134,104,Hartford
2023,6,25,23,0,1,2,2,6,1,1,10,11,17,0,0,0,1,5,0,0,6,6,5,0,0,0,1,1,1,0,2,2,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,2,78,3,6,-133,105,Hartford
2024,6,25,21,1,2,0,4,4,10,3,8,11,19,1,1,0,4,4,8,2,8,10,2,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,5,-131,107,Hartford
2012,7,25,0,1,1,2,0,10,1,2,12,14,0,0,1,2,0,9,1,1,11,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,124,0,8,-102,136,Hartford
2013,7,25,0,0,0,3,0,9,1,0,12,12,0,0,0,2,0,6,0,0,8,8,0,0,0,1,0,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,155,0,8,-101,137,Hartford
2014,7,25,0,4,1,7,0,10,1,5,17,22,0,2,0,3,0,6,0,2,9,11,0,2,0,3,0,3,1,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,3,118,0,16,-100,138,Hartford
2015,7,25,0,2,2,0,0,4,3,4,4,8,0,0,1,0,0,3,0,1,3,4,0,1,1,0,0,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,129,0,16,-99,139,Hartford
2016,7,25,0,1,2,3,0,9,4,3,12,15,0,0,1,3,0,6,2,1,9,10,0,1,1,0,0,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,90,0,5,-104,134,Hartford
2017,7,25,0,1,1,3,0,12,4,2,15,17,0,1,0,3,0,5,3,1,8,9,0,0,0,0,0,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,4,109,0,10,-103,135,Hartford
