year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_mv_theft,crime_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_mv_theft_day,crime_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_mv_theft_night,crime_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_mv_theft_is_sunrise,crime_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_mv_theft_is_sunset,crime_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2016,7,1,0,1,0,2,0,8,8,1,10,11,0,0,0,1,0,8,4,0,9,9,0,1,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,107,3,11,-128,110,Hartford
2017,7,1,0,1,1,4,1,13,3,2,18,20,0,0,1,4,0,9,2,1,13,14,0,1,0,0,1,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,103,0,10,-127,111,Hartford
2018,7,1,0,1,1,3,0,14,3,2,17,19,0,0,1,2,0,11,1,1,13,14,0,1,0,1,0,2,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,114,2,17,-126,112,Hartford
2019,7,1,0,0,4,0,0,7,3,4,7,11,0,0,4,0,0,5,1,4,5,9,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97,1,9,-125,113,Hartford
2020,7,1,0,1,2,2,1,6,1,3,9,12,0,0,2,1,0,2,1,2,3,5,0,1,0,1,1,3,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,90,0,9,-123,115,Hartford
2021,7,1,8,0,0,1,0,3,2,0,4,4,6,0,0,0,0,2,0,0,2,2,2,0,0,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,-129,109,Hartford
2022,7,1,19,1,2,2,2,11,5,3,15,18,15,0,0,1,2,10,5,0,13,13,3,0,2,1,0,1,0,2,2,4,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,128,1,7,-128,110,Hartford
2023,7,1,14,1,2,1,6,2,6,3,9,12,6,1,1,1,5,2,2,2,8,10,6,0,1,0,1,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,110,0,17,-127,111,Hartford
2024,7,1,29,1,1,1,9,14,1,2,24,26,25,1,1,0,9,12,0,2,21,23,4,0,0,1,0,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,4,-125,113,Hartford
2012,8,1,0,0,0,1,0,10,0,0,11,11,0,0,0,1,0,8,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,121,0,7,-95,143,Hartford
2013,8,1,0,1,3,4,0,13,0,4,17,21,0,0,0,3,0,8,0,0,11,11,0,1,3,1,0,4,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,171,0,16,-94,144,Hartford
2014,8,1,0,1,3,6,0,6,2,4,12,16,0,1,2,4,0,4,0,3,8,11,0,0,1,2,0,2,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1,8,-93,145,Hartford
2015,8,1,0,1,2,4,0,14,1,3,18,21,0,1,1,2,0,6,1,2,8,10,0,0,0,2,0,8,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,100,0,9,-92,146,Hartford
2016,8,1,0,1,2,1,0,9,4,3,10,13,0,0,2,1,0,7,1,2,8,10,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,96,2,8,-97,141,Hartford
2017,8,1,0,3,1,2,0,9,2,4,11,15,0,0,0,1,0,4,0,0,5,5,0,3,0,1,0,4,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,107,0,8,-96,142,Hartford
2018,8,1,0,1,1,1,1,8,4,2,10,12,0,0,1,0,0,6,0,1,6,7,0,1,0,1,1,1,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,111,0,13,-95,143,Hartford
2019,8,1,0,1,0,0,0,11,7,1,11,12,0,1,0,0,0,5,2,1,5,6,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,132,0,12,-94,144,Hartford
2020,8,1,0,0,0,0,0,9,8,0,9,9,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,3,7,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,3,110,1,10,-92,146,Hartford
2021,8,1,20,1,0,0,2,5,3,1,7,8,10,1,0,0,2,3,0,1,5,6,8,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,83,1,20,-98,140,Hartford
2022,8,1,18,0,4,1,3,3,6,4,7,11,14,0,0,1,3,2,1,0,6,6,3,0,4,0,0,1,5,4,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95,0,4,-97,141,Hartford
2023,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,8,1,24,1,0,2,6,9,3,1,17,18,14,0,0,1,6,5,3,0,12,12,7,1,0,0,0,2,0,1,2,3,2,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,2,2,103,4,8,-94,144,Hartford
2012,9,1,0,2,3,1,1,6,2,5,8,13,0,0,0,1,1,2,0,0,4,4,0,2,1,0,0,4,2,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,109,0,18,-64,174,Hartford
2013,9,1,0,2,2,1,0,7,2,4,8,12,0,1,0,0,0,2,1,1,2,3,0,1,2,1,0,3,1,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,145,1,15,-63,175,Hartford
2014,9,1,0,0,2,1,0,11,0,2,12,14,0,0,0,0,0,8,0,0,8,8,0,0,2,1,0,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,72,1,12,-62,176,Hartford
2015,9,1,0,1,4,0,0,6,0,5,6,11,0,1,2,0,0,2,0,3,2,5,0,0,1,0,0,4,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,123,1,7,-61,177,Hartford
2016,9,1,0,0,3,1,0,10,5,3,11,14,0,0,1,1,0,10,0,1,11,12,0,0,2,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,4,-66,172,Hartford
2017,9,1,0,1,3,0,0,8,0,4,8,12,0,1,1,0,0,2,0,2,2,4,0,0,2,0,0,6,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,3,-65,173,Hartford
2018,9,1,0,0,1,2,0,8,10,1,10,11,0,0,1,1,0,5,1,1,6,7,0,0,0,0,0,2,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,109,0,9,-64,174,Hartford
2019,9,1,0,0,6,2,0,4,4,6,6,12,0,0,1,1,0,2,0,1,3,4,0,0,5,1,0,1,4,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,87,2,3,-63,175,Hartford
2020,9,1,0,0,2,2,1,6,2,2,9,11,0,0,0,1,1,1,2,0,3,3,0,0,2,1,0,4,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,108,0,5,-61,177,Hartford
2021,9,1,15,0,1,1,2,11,0,1,14,15,12,0,0,1,0,7,0,0,8,8,1,0,0,0,2,0,0,0,2,2,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,3,0,1,3,4,102,1,9,-67,171,Hartford
2022,9,1,19,0,1,5,2,6,3,1,13,14,14,0,0,5,2,5,0,0,12,12,4,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,114,0,12,-66,172,Hartford
2023,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,9,1,16,0,2,0,1,4,4,2,5,7,12,0,0,0,1,4,2,0,5,5,3,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,0,6,-63,175,Hartford
2012,10,1,0,0,4,6,1,8,1,4,15,19,0,0,2,5,1,7,0,2,13,15,0,0,2,1,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1,10,-34,204,Hartford
2013,10,1,0,0,3,4,0,11,1,3,15,18,0,0,1,3,0,7,0,1,10,11,0,0,1,1,0,4,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,125,0,4,-33,205,Hartford
2014,10,1,0,3,3,3,0,12,0,6,15,21,0,0,2,1,0,8,0,2,9,11,0,3,1,2,0,3,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,120,1,7,-32,206,Hartford
2015,10,1,0,0,2,2,0,13,1,2,15,17,0,0,1,2,0,9,0,1,11,12,0,0,1,0,0,4,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,2,1,-31,207,Hartford
2016,10,1,0,0,2,3,0,4,2,2,7,9,0,0,0,1,0,4,0,0,5,5,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,94,0,10,-36,202,Hartford
2017,10,1,0,0,1,4,0,11,4,1,15,16,0,0,0,1,0,6,0,0,7,7,0,0,1,3,0,5,4,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,9,-35,203,Hartford
2018,10,1,0,0,3,1,0,6,5,3,7,10,0,0,0,0,0,4,1,0,4,4,0,0,3,1,0,2,2,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,108,0,5,-34,204,Hartford
2019,10,1,0,0,0,0,1,5,0,0,6,6,0,0,0,0,1,4,0,0,5,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,6,-33,205,Hartford
2020,10,1,0,0,1,4,1,11,7,1,16,17,0,0,0,1,1,3,1,0,5,5,0,0,1,3,0,8,5,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131,1,7,-31,207,Hartford
2021,10,1,28,0,0,1,4,7,5,0,12,12,20,0,0,0,2,5,1,0,7,7,6,0,0,1,2,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,117,1,7,-37,201,Hartford
2022,10,1,21,1,2,1,5,7,2,3,13,16,17,1,1,0,4,5,1,2,9,11,3,0,1,1,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,90,0,11,-36,202,Hartford
2023,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,10,1,12,1,0,3,6,4,1,1,13,14,8,1,0,3,5,4,1,1,12,13,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,3,-33,205,Hartford
2012,11,1,0,0,3,1,0,10,2,3,11,14,0,0,0,1,0,6,0,0,7,7,0,0,1,0,0,4,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,119,2,8,-3,235,Hartford
2013,11,1,0,2,1,3,1,7,2,3,11,14,0,1,0,1,1,4,1,1,6,7,0,1,1,2,0,2,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,123,1,2,-2,236,Hartford
2014,11,1,0,1,1,2,1,8,2,2,11,13,0,1,0,2,0,3,0,1,5,6,0,0,1,0,0,4,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,95,1,9,-1,237,Hartford
2015,11,1,0,3,3,1,0,7,6,6,8,14,0,1,1,0,0,1,1,2,1,3,0,1,2,1,0,5,5,3,6,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,79,0,7,0,238,Hartford
2016,11,1,0,1,1,1,0,12,0,2,13,15,0,0,0,0,0,6,0,0,6,6,0,1,1,1,0,6,0,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,7,-5,233,Hartford
2017,11,1,0,1,2,3,0,2,2,3,5,8,0,0,0,2,0,2,1,0,4,4,0,1,2,1,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,8,-4,234,Hartford
2018,11,1,0,0,1,1,0,3,3,1,4,5,0,0,0,1,0,1,0,0,2,2,0,0,1,0,0,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1,15,-3,235,Hartford
2019,11,1,0,0,1,1,0,8,4,1,9,10,0,0,0,1,0,5,0,0,6,6,0,0,1,0,0,2,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,136,0,9,-2,236,Hartford
2020,11,1,0,0,0,4,0,8,8,0,12,12,0,0,0,2,0,3,2,0,5,5,0,0,0,2,0,4,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,96,0,7,0,238,Hartford
2021,11,1,13,2,1,1,3,2,3,3,6,9,6,0,1,1,1,2,2,1,4,5,4,1,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,1,2,86,0,14,-6,232,Hartford
2022,11,1,24,0,1,2,2,8,8,1,12,13,7,0,0,1,0,7,0,0,8,8,15,0,1,1,1,1,8,1,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,127,0,13,-5,233,Hartford
2023,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,11,1,29,2,1,0,2,9,2,3,11,14,14,1,1,0,0,5,1,2,5,7,9,0,0,0,1,2,0,0,3,3,1,0,0,0,0,2,0,0,2,2,5,1,0,0,1,0,1,1,1,2,118,4,15,-2,236,Hartford
2012,12,1,0,2,1,1,0,10,1,3,11,14,0,0,0,0,0,5,0,0,5,5,0,2,1,1,0,2,1,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,96,2,7,27,265,Hartford
2013,12,1,0,2,1,0,0,6,0,3,6,9,0,1,0,0,0,3,0,1,3,4,0,1,1,0,0,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,69,4,3,28,266,Hartford
2014,12,1,0,2,1,2,0,9,1,3,11,14,0,1,1,1,0,7,0,2,8,10,0,0,0,1,0,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,119,0,7,29,267,Hartford
2015,12,1,0,0,3,1,1,12,0,3,14,17,0,0,3,0,1,5,0,3,6,9,0,0,0,1,0,6,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,116,0,40,30,268,Hartford
2016,12,1,0,0,2,4,0,9,2,2,13,15,0,0,0,2,0,4,1,0,6,6,0,0,2,1,0,5,1,2,6,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,103,1,13,25,263,Hartford
2017,12,1,0,2,3,3,1,6,2,5,10,15,0,0,1,1,0,1,0,1,2,3,0,2,2,1,1,3,2,4,5,9,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,2,109,4,13,26,264,Hartford
2018,12,1,0,0,4,1,0,5,14,4,6,10,0,0,0,1,0,4,0,0,5,5,0,0,4,0,0,0,13,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,115,1,9,27,265,Hartford
2019,12,1,0,1,1,0,0,5,6,2,5,7,0,0,1,0,0,1,2,1,1,2,0,1,0,0,0,4,4,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,10,28,266,Hartford
2020,12,1,0,0,3,1,0,11,6,3,12,15,0,0,1,0,0,1,1,1,1,2,0,0,2,1,0,9,5,2,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,117,0,11,30,268,Hartford
2021,12,1,23,1,2,1,1,8,4,3,10,13,18,0,2,0,0,5,2,2,5,7,2,1,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,3,3,116,0,12,24,262,Hartford
2022,12,1,15,0,0,0,6,5,10,0,11,11,8,0,0,0,3,2,4,0,5,5,5,0,0,0,2,2,6,0,4,4,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,1,1,120,1,9,25,263,Hartford
2023,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,12,1,18,0,0,2,4,4,4,0,10,10,10,0,0,1,2,2,0,0,5,5,4,0,0,0,2,0,3,0,2,2,0,0,0,0,0,1,0,0,1,1,4,0,0,1,0,1,1,0,2,2,64,3,9,28,266,Hartford
2012,1,2,0,1,3,1,0,5,0,4,6,10,0,0,0,1,0,2,0,0,3,3,0,1,3,0,0,3,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,2,-307,-69,Hartford
2013,1,2,0,3,0,5,0,4,0,3,9,12,0,2,0,1,0,0,0,2,1,3,0,0,0,2,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,4,5,128,1,14,-305,-67,Hartford
2014,1,2,0,1,0,1,0,6,1,1,7,8,0,1,0,1,0,2,0,1,3,4,0,0,0,0,0,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,3,-304,-66,Hartford
2015,1,2,0,0,1,5,0,7,1,1,12,13,0,0,1,2,0,2,0,1,4,5,0,0,0,2,0,5,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,109,1,10,-303,-65,Hartford
2016,1,2,0,1,3,5,0,7,1,4,12,16,0,0,0,3,0,5,0,0,8,8,0,1,3,2,0,2,1,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,3,-309,-71,Hartford
2017,1,2,0,1,1,1,0,13,0,2,14,16,0,1,0,0,0,4,0,1,4,5,0,0,0,1,0,6,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,4,70,0,8,-307,-69,Hartford
2018,1,2,0,1,1,3,1,7,0,2,11,13,0,1,0,2,0,4,0,1,6,7,0,0,1,1,1,2,0,1,4,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,77,2,4,-306,-68,Hartford
2019,1,2,0,0,1,2,0,5,1,1,7,8,0,0,1,2,0,1,0,1,3,4,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,100,1,10,-305,-67,Hartford
2020,1,2,0,2,0,0,0,10,1,2,10,12,0,0,0,0,0,7,0,0,7,7,0,1,0,0,0,3,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,128,1,9,-304,-66,Hartford
2021,1,2,0,0,1,0,0,5,1,1,5,6,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,8,-309,-71,Hartford
2022,1,2,5,1,2,0,1,3,2,3,4,7,1,1,0,0,0,2,0,1,2,3,4,0,2,0,1,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,57,0,4,-308,-70,Hartford
2023,1,2,29,0,2,4,6,6,2,2,16,18,16,0,1,2,2,4,0,1,8,9,13,0,1,2,4,2,2,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,9,-307,-69,Hartford
2024,1,2,22,1,3,1,3,6,8,4,10,14,12,0,1,1,2,4,1,1,7,8,6,1,2,0,1,1,3,3,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,4,0,1,1,127,0,23,-306,-68,Hartford
2012,2,2,0,2,1,2,0,9,1,3,11,14,0,2,1,2,0,5,0,3,7,10,0,0,0,0,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,136,1,14,-276,-38,Hartford
2013,2,2,0,2,1,0,1,6,3,3,7,10,0,0,0,0,1,3,0,0,4,4,0,2,1,0,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,10,-274,-36,Hartford
2014,2,2,0,0,1,0,0,10,1,1,10,11,0,0,0,0,0,3,1,0,3,3,0,0,1,0,0,7,0,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,3,-273,-35,Hartford
2015,2,2,0,0,0,5,0,8,1,0,13,13,0,0,0,3,0,2,1,0,5,5,0,0,0,2,0,6,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,4,5,-272,-34,Hartford
2016,2,2,0,0,0,2,0,6,2,0,8,8,0,0,0,0,0,4,1,0,4,4,0,0,0,1,0,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,115,0,7,-278,-40,Hartford
2017,2,2,0,2,2,1,0,10,1,4,11,15,0,0,0,1,0,3,0,0,4,4,0,2,1,0,0,5,1,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,3,109,3,11,-276,-38,Hartford
2018,2,2,0,1,2,2,0,5,2,3,7,10,0,1,1,0,0,1,0,2,1,3,0,0,0,1,0,4,2,0,5,5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,92,2,6,-275,-37,Hartford
2019,2,2,0,0,2,0,0,3,1,2,3,5,0,0,1,0,0,3,0,1,3,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,9,-274,-36,Hartford
2020,2,2,0,0,4,3,0,4,13,4,7,11,0,0,1,0,0,2,1,1,2,3,0,0,3,3,0,1,12,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,90,0,4,-273,-35,Hartford
2021,2,2,0,1,1,1,0,7,2,2,8,10,0,0,0,0,0,2,0,0,2,2,0,1,1,1,0,2,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,83,2,15,-278,-40,Hartford
2022,2,2,24,0,0,2,4,8,5,0,14,14,13,0,0,1,2,7,4,0,10,10,8,0,0,1,1,1,1,0,3,3,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,92,2,5,-277,-39,Hartford
2023,2,2,20,0,0,2,3,4,2,0,9,9,9,0,0,1,3,3,0,0,7,7,10,0,0,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112,0,3,-276,-38,Hartford
2024,2,2,15,0,0,0,3,4,2,0,7,7,8,0,0,0,0,2,0,0,2,2,3,0,0,0,2,1,2,0,3,3,2,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,1,1,87,3,11,-275,-37,Hartford
2012,3,2,0,3,0,3,0,14,2,3,17,20,0,1,0,1,0,6,0,1,7,8,0,1,0,1,0,7,2,1,8,9,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,2,134,2,8,-247,-9,Hartford
2013,3,2,0,1,1,1,0,7,5,2,8,10,0,0,0,0,0,3,0,0,3,3,0,1,1,1,0,3,5,2,4,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,78,1,3,-246,-8,Hartford
2014,3,2,0,0,0,1,0,12,3,0,13,13,0,0,0,1,0,8,1,0,9,9,0,0,0,0,0,4,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,3,-245,-7,Hartford
2015,3,2,0,0,2,2,2,8,0,2,12,14,0,0,2,2,2,4,0,2,8,10,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,8,-244,-6,Hartford
2016,3,2,0,0,2,1,0,10,1,2,11,13,0,0,2,1,0,7,1,2,8,10,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,6,-249,-11,Hartford
2017,3,2,0,1,0,0,0,11,0,1,11,12,0,1,0,0,0,5,0,1,5,6,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,97,2,11,-248,-10,Hartford
2018,3,2,0,1,2,1,0,5,0,3,6,9,0,0,1,0,0,5,0,1,5,6,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,67,0,2,-247,-9,Hartford
2019,3,2,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,7,-246,-8,Hartford
2020,3,2,0,0,4,1,1,8,1,4,10,14,0,0,3,1,1,1,1,3,3,6,0,0,1,0,0,5,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,119,0,9,-244,-6,Hartford
