year,month,day,crime_disorder,crime_gun,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_violent,crime_property,crime_index,crime_disorder_day,crime_gun_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_gun_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_gun_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_gun_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2023,7,1,38,15,3,2,3,27,50,5,80,85,22,4,0,1,2,18,19,1,39,40,13,7,2,0,1,9,30,2,40,42,0,0,0,0,0,0,0,0,0,0,3,4,1,1,0,0,1,2,1,3,203,1,21,-127,111,New Orleans
2024,7,1,36,1,0,2,2,28,19,2,49,51,24,1,0,2,2,22,13,2,37,39,7,0,0,0,0,4,5,0,9,9,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,3,3,151,1,11,-125,113,New Orleans
2012,8,1,28,1,3,4,9,33,22,7,64,71,13,1,2,2,5,24,9,4,38,42,9,0,1,2,3,6,13,3,22,25,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,3,0,0,4,4,239,4,16,-95,143,New Orleans
2013,8,1,36,1,3,2,9,30,9,5,48,53,18,0,2,2,7,22,7,4,36,40,18,1,1,0,2,6,2,1,10,11,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,214,3,7,-94,144,New Orleans
2014,8,1,36,2,5,4,6,43,12,9,61,70,14,1,0,3,2,27,5,3,34,37,20,1,2,1,3,14,5,3,22,25,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,2,2,3,5,8,199,1,17,-93,145,New Orleans
2015,8,1,33,2,3,7,6,35,11,10,52,62,17,0,2,4,3,25,5,6,33,39,14,2,0,1,3,7,6,1,16,17,0,0,0,1,0,2,0,1,2,3,2,0,1,1,0,1,0,2,1,3,164,3,7,-92,146,New Orleans
2016,8,1,38,0,1,2,7,27,10,3,44,47,24,0,1,1,5,20,5,2,30,32,11,0,0,0,1,5,5,0,11,11,0,0,0,0,1,0,0,0,1,1,3,0,0,1,0,2,0,1,2,3,154,4,13,-97,141,New Orleans
2017,8,1,50,0,4,6,7,32,12,10,51,61,28,0,2,2,1,22,5,4,28,32,18,0,2,3,6,7,5,5,18,23,1,0,0,0,0,1,0,0,1,1,3,0,0,1,0,2,2,1,4,5,191,2,15,-96,142,New Orleans
2018,8,1,54,3,1,5,6,44,17,6,67,73,30,2,0,4,4,32,5,4,41,45,17,1,1,1,2,9,10,2,21,23,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,0,5,5,218,5,19,-95,143,New Orleans
2019,8,1,51,0,4,10,5,34,25,14,64,78,25,0,1,6,4,25,4,7,33,40,22,0,3,2,1,8,21,5,30,35,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,2,1,3,225,1,12,-94,144,New Orleans
2020,8,1,47,1,1,10,5,23,22,11,50,61,22,0,0,7,4,22,11,7,37,44,21,0,0,2,1,0,11,2,12,14,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,2,1,3,157,1,9,-92,146,New Orleans
2021,8,1,51,3,7,12,3,31,13,19,47,66,34,0,0,5,1,13,8,5,22,27,15,3,7,5,1,15,3,12,19,31,0,0,0,0,1,0,0,0,1,1,2,0,0,2,0,3,2,2,5,7,175,1,10,-98,140,New Orleans
2022,8,1,26,2,5,4,3,24,29,9,56,65,16,2,1,1,1,16,8,2,25,27,7,0,4,2,2,6,20,6,28,34,0,0,0,1,0,1,0,1,1,2,3,0,0,0,0,1,1,0,2,2,144,3,7,-97,141,New Orleans
2023,8,1,38,2,1,3,3,19,26,4,48,52,22,2,0,2,2,14,8,2,24,26,12,0,0,0,1,3,17,0,21,21,2,0,0,0,0,1,0,0,1,1,2,0,1,1,0,1,1,2,2,4,143,4,11,-96,142,New Orleans
2024,8,1,41,2,0,6,4,23,10,6,37,43,25,1,0,6,2,14,4,6,20,26,11,1,0,0,2,7,6,0,15,15,2,0,0,0,0,1,0,0,1,1,3,0,0,0,0,1,0,0,1,1,143,5,6,-94,144,New Orleans
2012,9,1,33,2,2,2,39,22,12,4,73,77,18,0,0,1,25,15,10,1,50,51,11,2,2,0,12,6,2,2,20,22,1,0,0,0,1,0,0,0,1,1,3,0,0,1,1,1,0,1,2,3,224,2,19,-64,174,New Orleans
2013,9,1,27,0,8,5,7,40,8,13,55,68,13,0,3,4,5,14,5,7,24,31,9,0,2,0,2,24,3,2,29,31,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,2,0,4,2,6,192,0,18,-63,175,New Orleans
2014,9,1,34,2,4,6,4,28,11,10,43,53,20,2,0,3,2,16,5,3,23,26,9,0,4,2,1,11,6,6,18,24,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,1,2,3,169,1,12,-62,176,New Orleans
2015,9,1,36,2,2,1,5,34,8,3,47,50,23,0,1,1,2,20,6,2,28,30,11,2,1,0,3,10,2,1,15,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,4,4,181,1,8,-61,177,New Orleans
2016,9,1,24,0,3,3,8,22,17,6,47,53,13,0,2,3,6,15,7,5,28,33,9,0,1,0,2,7,9,1,18,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,136,0,7,-66,172,New Orleans
2017,9,1,55,0,3,4,9,41,15,7,65,72,35,0,1,2,7,27,6,3,40,43,19,0,2,2,2,13,6,4,21,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,4,4,218,0,11,-65,173,New Orleans
2018,9,1,50,0,1,2,4,51,32,3,87,90,23,0,0,1,2,24,12,1,38,39,23,0,1,1,1,24,15,2,40,42,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,5,0,9,9,224,0,19,-64,174,New Orleans
2019,9,1,51,5,2,4,4,40,29,6,73,79,31,3,0,2,2,19,11,2,32,34,16,2,2,2,2,19,17,4,38,42,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,1,1,0,2,2,205,2,9,-63,175,New Orleans
2020,9,1,38,1,2,2,7,25,37,4,69,73,25,1,1,0,4,22,18,1,44,45,12,0,1,2,2,2,17,3,21,24,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,3,3,189,3,12,-61,177,New Orleans
2021,9,1,32,3,5,3,45,18,12,8,75,83,17,0,3,3,31,13,12,6,56,62,7,3,2,0,14,5,0,2,19,21,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,154,1,10,-67,171,New Orleans
2022,9,1,26,3,2,5,3,24,31,7,58,65,15,2,1,2,1,8,16,3,25,28,11,1,1,3,2,13,13,4,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,5,142,0,9,-66,172,New Orleans
2023,9,1,30,3,3,6,9,27,21,9,57,66,14,1,2,4,5,11,8,6,24,30,14,0,0,2,4,16,13,2,33,35,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,1,155,2,9,-65,173,New Orleans
2024,9,1,42,0,2,3,3,30,15,5,48,53,24,0,1,1,1,15,4,2,20,22,16,0,1,2,1,12,11,3,24,27,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,3,3,164,3,7,-63,175,New Orleans
2012,10,1,23,2,4,6,13,31,7,10,51,61,13,1,2,3,8,19,4,5,31,36,7,1,2,2,5,12,3,4,20,24,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,170,2,4,-34,204,New Orleans
2013,10,1,22,2,4,0,6,43,9,4,58,62,9,2,0,0,3,28,2,0,33,33,10,0,4,0,2,14,7,4,23,27,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,2,210,2,11,-33,205,New Orleans
2014,10,1,36,3,4,4,10,40,12,8,62,70,18,3,3,1,8,26,5,4,39,43,16,0,1,0,2,13,5,1,20,21,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,2,3,3,6,210,2,9,-32,206,New Orleans
2015,10,1,28,1,9,4,6,38,8,13,52,65,16,0,4,2,5,21,4,6,30,36,12,1,4,1,1,14,4,5,19,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,3,5,176,2,11,-31,207,New Orleans
2016,10,1,47,1,2,5,1,42,16,7,59,66,20,1,2,3,1,30,7,5,38,43,26,0,0,2,0,8,7,2,15,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,6,6,168,0,12,-36,202,New Orleans
2017,10,1,50,2,3,8,7,32,14,11,53,64,23,1,0,4,3,9,11,4,23,27,18,1,1,3,4,20,3,4,27,31,0,0,1,0,0,0,0,1,0,1,9,0,1,1,0,3,0,2,3,5,180,1,19,-35,203,New Orleans
2018,10,1,47,2,2,3,10,33,14,5,57,62,27,1,0,2,6,20,5,2,31,33,14,1,2,1,4,12,8,3,24,27,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,2,2,209,2,10,-34,204,New Orleans
2019,10,1,49,2,1,4,3,33,24,5,60,65,24,1,0,1,1,29,6,1,36,37,20,1,1,1,2,3,14,2,19,21,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,4,2,5,7,186,1,13,-33,205,New Orleans
2020,10,1,51,1,1,9,5,23,23,10,51,61,25,1,0,5,1,18,9,5,28,33,20,0,1,4,4,4,10,5,18,23,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,4,0,5,5,183,1,15,-31,207,New Orleans
2021,10,1,51,0,0,6,7,25,13,6,45,51,30,0,0,3,3,17,8,3,28,31,18,0,0,3,3,7,5,3,15,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,2,2,157,0,8,-37,201,New Orleans
2022,10,1,31,6,0,6,6,27,35,6,68,74,18,3,0,5,2,15,11,5,28,33,12,3,0,1,3,12,21,1,36,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,4,4,166,0,6,-36,202,New Orleans
2023,10,1,35,2,1,6,3,32,36,7,71,78,18,2,0,2,3,13,10,2,26,28,13,0,1,4,0,17,25,5,42,47,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,1,1,0,2,2,175,2,11,-35,203,New Orleans
2024,10,1,47,1,2,3,3,22,7,5,32,37,30,1,1,0,0,15,3,1,18,19,13,0,1,3,2,5,3,4,10,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,1,0,4,4,147,0,16,-33,205,New Orleans
2012,11,1,31,3,2,2,9,34,14,4,57,61,13,3,0,1,5,17,3,1,25,26,15,0,2,1,4,16,11,3,31,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,210,0,15,-3,235,New Orleans
2013,11,1,23,3,5,4,9,52,20,9,81,90,7,2,1,1,3,30,6,2,39,41,14,1,4,3,6,19,11,7,36,43,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,2,3,0,5,5,198,1,10,-2,236,New Orleans
2014,11,1,25,2,2,2,5,52,20,4,77,81,13,0,0,1,3,24,8,1,35,36,12,2,2,1,2,23,10,3,35,38,0,0,0,0,0,2,1,0,3,3,0,0,0,0,0,3,1,0,4,4,186,3,10,-1,237,New Orleans
2015,11,1,34,1,6,1,5,44,20,7,69,76,11,0,3,0,1,20,11,3,32,35,21,1,3,1,4,21,8,4,33,37,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,4,4,174,0,7,0,238,New Orleans
2016,11,1,27,5,8,3,6,45,20,11,71,82,13,0,2,1,6,29,7,3,42,45,11,5,4,2,0,12,13,6,25,31,0,0,1,0,0,1,0,1,1,2,3,0,1,0,0,3,0,1,3,4,208,2,18,-5,233,New Orleans
2017,11,1,54,1,2,3,3,38,20,5,61,66,30,0,0,2,2,18,8,2,28,30,22,1,1,1,1,18,11,2,30,32,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,1,3,4,204,1,12,-4,234,New Orleans
2018,11,1,41,2,5,5,3,40,33,10,76,86,21,0,2,3,2,26,11,5,39,44,18,2,3,2,1,14,21,5,36,41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,230,1,7,-3,235,New Orleans
2019,11,1,30,1,3,5,11,47,11,8,69,77,17,0,1,3,4,19,6,4,29,33,12,1,2,2,7,26,4,4,37,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,195,2,9,-2,236,New Orleans
2020,11,1,52,2,4,6,6,30,37,10,73,83,22,0,2,5,3,21,22,7,46,53,28,2,2,0,2,7,12,2,21,23,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,3,1,6,7,189,0,13,0,238,New Orleans
2021,11,1,45,5,1,5,3,34,21,6,58,64,17,2,0,1,0,21,7,1,28,29,22,3,1,4,3,12,12,5,27,32,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,3,3,178,4,7,-6,232,New Orleans
2022,11,1,42,8,6,8,7,21,20,14,48,62,21,3,2,4,3,8,5,6,16,22,17,5,4,3,4,13,13,7,30,37,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,2,3,170,3,8,-5,233,New Orleans
2023,11,1,46,3,0,9,3,33,36,9,72,81,25,3,0,3,0,19,12,3,31,34,17,0,0,5,3,12,23,5,38,43,1,0,0,0,0,1,0,0,1,1,3,0,0,1,0,1,1,1,2,3,196,2,8,-4,234,New Orleans
2024,11,1,52,1,3,6,3,42,21,9,66,75,26,1,2,1,2,22,6,3,30,33,21,0,1,5,1,18,15,6,34,40,2,0,0,0,0,1,0,0,1,1,3,0,0,0,0,1,0,0,1,1,173,3,6,-2,236,New Orleans
2012,12,1,28,2,0,0,8,36,7,0,51,51,9,1,0,0,4,16,4,0,24,24,17,1,0,0,4,20,3,0,27,27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,181,1,9,27,265,New Orleans
2013,12,1,25,2,3,3,4,33,21,6,58,64,13,1,0,0,2,18,5,0,25,25,11,1,3,2,1,15,14,5,30,35,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,2,1,2,3,162,1,7,28,266,New Orleans
2014,12,1,32,0,3,3,6,39,24,6,69,75,17,0,0,2,3,34,12,2,49,51,11,0,3,0,1,5,10,3,16,19,0,0,0,1,2,0,0,1,2,3,4,0,0,0,0,0,2,0,2,2,186,3,11,29,267,New Orleans
2015,12,1,37,3,3,3,15,27,11,6,53,59,16,2,2,2,11,17,4,4,32,36,18,1,1,1,4,7,6,2,17,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,4,4,159,0,9,30,268,New Orleans
2016,12,1,43,3,6,4,12,35,12,10,59,69,20,2,3,2,6,20,3,5,29,34,19,1,3,2,6,15,6,5,27,32,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,178,1,12,25,263,New Orleans
2017,12,1,42,1,4,3,3,32,21,7,56,63,17,0,0,0,2,16,4,0,22,22,20,0,3,3,1,16,15,6,32,38,1,0,0,0,0,0,1,0,1,1,4,1,1,0,0,0,1,1,1,2,180,4,13,26,264,New Orleans
2018,12,1,50,1,2,7,8,35,32,9,75,84,18,1,0,4,3,22,9,4,34,38,31,0,2,2,5,9,22,4,36,40,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,1,5,6,205,0,9,27,265,New Orleans
2019,12,1,49,6,5,7,4,30,63,12,97,109,18,0,2,3,1,13,13,5,27,32,27,6,3,4,3,16,49,7,68,75,0,0,0,0,0,1,1,0,2,2,4,0,0,0,0,0,0,0,0,0,230,2,7,28,266,New Orleans
2020,12,1,32,1,1,5,5,17,32,6,54,60,14,0,0,2,2,9,6,2,17,19,14,1,1,2,3,6,23,3,32,35,0,0,0,0,0,0,1,0,1,1,4,0,0,1,0,2,2,1,4,5,134,1,13,30,268,New Orleans
2021,12,1,38,1,6,5,6,28,35,11,69,80,14,1,2,3,3,14,10,5,27,32,23,0,4,2,3,13,24,6,40,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,181,0,7,24,262,New Orleans
2022,12,1,27,3,6,3,8,23,31,9,62,71,14,3,3,1,3,15,15,4,33,37,11,0,3,2,4,8,16,5,28,33,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,150,1,5,25,263,New Orleans
2023,12,1,41,5,3,1,6,36,12,4,54,58,15,2,0,1,3,24,5,1,32,33,25,3,3,0,3,9,7,3,19,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,3,167,0,7,26,264,New Orleans
2024,12,1,41,4,4,3,1,20,19,7,40,47,20,0,0,2,0,10,6,2,16,18,19,3,3,1,0,10,11,4,21,25,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,2,1,2,3,144,2,8,28,266,New Orleans
2012,1,2,20,2,13,2,14,27,17,15,58,73,6,0,2,2,7,12,6,4,25,29,12,2,9,0,6,14,11,9,31,40,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,2,2,4,179,0,11,-307,-69,New Orleans
2013,1,2,26,1,2,2,5,38,8,4,51,55,9,0,0,0,3,19,4,0,26,26,15,1,2,1,2,15,4,3,21,24,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,1,4,5,165,0,11,-305,-67,New Orleans
2014,1,2,32,2,4,8,12,40,18,12,70,82,13,2,0,1,8,23,7,1,38,39,17,0,4,6,3,12,11,10,26,36,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,5,0,1,6,7,170,0,9,-304,-66,New Orleans
2015,1,2,22,1,3,3,7,42,10,6,59,65,8,0,1,0,4,18,7,1,29,30,13,1,2,1,3,17,3,3,23,26,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,6,0,2,6,8,134,1,9,-303,-65,New Orleans
2016,1,2,35,0,7,4,5,24,26,11,55,66,14,0,2,2,3,12,8,4,23,27,18,0,5,2,1,11,16,7,28,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,4,4,166,1,9,-309,-71,New Orleans
2017,1,2,48,2,4,5,13,35,12,9,60,69,18,0,0,2,8,14,4,2,26,28,27,2,4,2,4,18,7,6,29,35,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,3,1,1,5,6,164,1,12,-307,-69,New Orleans
2018,1,2,46,0,1,0,3,32,19,1,54,55,24,0,0,0,2,20,5,0,27,27,19,0,1,0,1,10,13,1,24,25,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,3,3,169,2,13,-306,-68,New Orleans
2019,1,2,48,5,2,5,12,25,32,7,69,76,24,1,1,3,3,13,12,4,28,32,21,3,1,2,9,10,20,3,39,42,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,2,2,197,0,11,-305,-67,New Orleans
2020,1,2,23,0,1,1,2,12,10,2,24,26,16,0,1,0,0,7,5,1,12,13,6,0,0,1,1,5,5,1,11,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,63,0,4,-304,-66,New Orleans
2021,1,2,33,2,1,5,7,24,28,6,59,65,19,1,0,1,2,13,15,1,30,31,11,1,1,3,5,10,13,4,28,32,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,1,0,0,1,1,143,1,8,-309,-71,New Orleans
2022,1,2,56,1,5,9,10,26,41,14,77,91,20,0,2,3,3,12,23,5,38,43,30,0,2,4,6,13,16,6,35,41,1,0,0,0,0,0,0,0,0,0,5,1,1,2,1,1,2,3,4,7,188,1,15,-308,-70,New Orleans
2023,1,2,25,3,4,6,11,16,75,10,102,112,9,0,2,2,8,9,17,4,34,38,14,2,2,3,2,6,55,5,63,68,0,0,0,0,1,0,0,0,1,1,2,1,0,1,0,1,3,1,4,5,187,1,12,-307,-69,New Orleans
2024,1,2,49,3,3,0,4,20,28,3,52,55,19,3,0,0,1,12,7,0,20,20,28,0,3,0,3,6,21,3,30,33,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,1,1,167,2,4,-306,-68,New Orleans
2012,2,2,22,2,2,2,5,33,9,4,47,51,10,1,1,1,1,21,7,2,29,31,9,1,1,1,3,9,2,2,14,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,4,4,169,0,8,-276,-38,New Orleans
2013,2,2,37,0,4,5,9,76,19,9,104,113,9,0,0,1,2,28,12,1,42,43,23,0,3,4,4,45,6,7,55,62,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,3,1,1,7,8,234,0,15,-274,-36,New Orleans
2014,2,2,24,0,3,4,5,26,23,7,54,61,9,0,0,4,2,16,9,4,27,31,12,0,2,0,3,8,13,2,24,26,0,0,0,0,0,0,1,0,1,1,3,0,1,0,0,2,0,1,2,3,134,1,8,-273,-35,New Orleans
2015,2,2,32,3,1,2,14,28,10,3,52,55,17,3,1,1,12,17,4,2,33,35,14,0,0,1,2,8,6,1,16,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,3,168,0,9,-272,-34,New Orleans
2016,2,2,37,0,2,4,7,31,15,6,53,59,17,0,1,2,7,20,10,3,37,40,19,0,1,1,0,8,5,2,13,15,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,1,2,3,172,2,8,-278,-40,New Orleans
2017,2,2,45,3,1,3,6,42,8,4,56,60,23,3,0,0,3,24,3,0,30,30,18,0,1,3,3,13,5,4,21,25,1,0,0,0,0,1,0,0,1,1,3,0,0,0,0,4,0,0,4,4,199,2,12,-276,-38,New Orleans
2018,2,2,48,0,1,7,3,47,23,8,73,81,25,0,0,4,3,23,8,4,34,38,20,0,1,2,0,21,13,3,34,37,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,2,1,5,6,221,0,16,-275,-37,New Orleans
2019,2,2,58,1,0,7,11,43,41,7,95,102,31,1,0,3,5,20,14,3,39,42,24,0,0,4,6,20,23,4,49,53,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,7,7,228,1,14,-274,-36,New Orleans
2020,2,2,44,1,4,2,3,32,19,6,54,60,14,0,1,2,2,19,5,3,26,29,28,1,3,0,1,10,13,3,24,27,0,0,0,0,0,1,1,0,2,2,2,0,0,0,0,2,0,0,2,2,148,4,6,-273,-35,New Orleans
2021,2,2,31,1,3,7,3,24,15,10,42,52,15,1,0,3,1,15,7,3,23,26,11,0,3,4,2,8,5,7,15,22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,0,4,4,137,0,12,-278,-40,New Orleans
2022,2,2,44,2,0,1,5,34,20,1,59,60,25,1,0,1,1,18,7,1,26,27,15,0,0,0,3,11,13,0,27,27,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,5,0,0,6,6,178,1,17,-277,-39,New Orleans
2023,2,2,34,1,1,6,11,36,10,7,57,64,19,0,1,2,5,16,3,3,24,27,13,1,0,3,6,18,7,3,31,34,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,2,157,3,6,-276,-38,New Orleans
2024,2,2,24,8,1,4,4,62,34,5,100,105,12,0,1,2,4,20,10,3,34,37,10,7,0,2,0,39,23,2,62,64,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,0,4,4,205,0,12,-275,-37,New Orleans
2012,3,2,15,3,2,3,7,31,14,5,52,57,5,1,1,2,5,18,6,3,29,32,9,2,1,1,2,12,8,2,22,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,183,1,8,-247,-9,New Orleans
2013,3,2,30,0,4,0,2,39,11,4,52,56,14,0,2,0,0,21,3,2,24,26,13,0,1,0,2,17,7,1,26,27,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,1,2,3,154,0,10,-246,-8,New Orleans
2014,3,2,52,6,1,0,8,82,31,1,121,122,24,2,0,0,5,29,8,0,42,42,25,4,1,0,3,51,20,1,74,75,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,5,5,269,0,16,-245,-7,New Orleans
2015,3,2,28,0,2,3,12,25,11,5,48,53,16,0,1,2,6,16,5,3,27,30,9,0,1,1,6,9,6,2,21,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,142,0,4,-244,-6,New Orleans
2016,3,2,41,2,3,2,3,17,9,5,29,34,19,2,3,1,2,12,5,4,19,23,21,0,0,0,1,5,3,0,9,9,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,186,2,9,-249,-11,New Orleans
2017,3,2,42,1,3,3,8,40,19,6,67,73,17,0,0,3,5,26,9,3,40,43,21,1,2,0,3,12,9,2,24,26,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,1,3,4,188,1,11,-248,-10,New Orleans
2018,3,2,44,1,4,3,6,35,17,7,58,65,27,0,3,2,4,20,8,5,32,37,16,0,1,1,1,12,8,2,21,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,0,5,5,191,1,7,-247,-9,New Orleans
2019,3,2,56,4,2,2,3,115,17,4,135,139,21,0,0,0,2,27,7,0,36,36,34,4,2,2,1,83,10,4,94,98,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4,0,0,4,4,328,1,15,-246,-8,New Orleans
2020,3,2,53,2,1,6,3,27,30,7,60,67,27,1,1,3,2,19,12,4,33,37,24,1,0,3,0,8,16,3,24,27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,3,3,177,0,9,-244,-6,New Orleans
2021,3,2,39,2,1,5,2,23,16,6,41,47,21,1,0,3,2,18,2,3,22,25,18,1,1,1,0,5,13,2,18,20,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,132,1,2,-250,-12,New Orleans
2022,3,2,48,2,1,10,4,29,21,11,54,65,29,0,0,2,3,19,7,2,29,31,18,2,1,7,1,9,14,8,24,32,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,169,1,8,-249,-11,New Orleans
2023,3,2,34,4,3,4,2,17,23,7,42,49,22,3,0,0,1,13,16,0,30,30,10,1,3,4,1,2,7,7,10,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,148,0,7,-248,-10,New Orleans
2024,3,2,31,1,1,5,3,37,25,6,65,71,17,0,0,2,2,13,11,2,26,28,14,1,1,3,1,22,13,4,36,40,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2,2,150,2,5,-246,-8,New Orleans
2012,4,2,16,3,3,3,5,27,14,6,46,52,7,2,0,0,3,20,9,0,32,32,9,1,3,2,2,6,5,5,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,191,0,5,-216,22,New Orleans
2013,4,2,29,0,1,5,9,30,10,6,49,55,17,0,0,2,6,24,3,2,33,35,11,0,1,3,3,4,6,4,13,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,3,177,0,10,-215,23,New Orleans
