year,month,day,crime_disorder,crime_gun,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_violent,crime_property,crime_index,crime_disorder_day,crime_gun_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_gun_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_gun_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_gun_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2013,7,27,2,0,0,2,8,24,48,2,80,82,1,0,0,1,7,16,31,1,54,55,0,0,0,1,0,6,10,1,16,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,7,0,10,10,102,0,11,-99,139,Seattle
2014,7,27,3,1,0,2,11,22,54,2,87,89,3,1,0,1,7,13,44,1,64,65,0,0,0,1,2,9,7,1,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,5,5,117,0,11,-98,140,Seattle
2015,7,27,1,1,0,0,8,12,38,0,58,58,1,1,0,0,7,9,26,0,42,42,0,0,0,0,1,2,9,0,12,12,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,2,0,2,2,76,4,2,-97,141,Seattle
2016,7,27,1,1,1,1,10,16,31,2,57,59,0,1,1,0,9,13,25,1,47,48,0,0,0,1,0,2,4,1,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,4,4,82,0,8,-102,136,Seattle
2017,7,27,0,0,0,0,12,24,39,0,75,75,0,0,0,0,9,21,30,0,60,60,0,0,0,0,1,2,2,0,5,5,0,0,0,0,1,0,3,0,4,4,0,0,0,0,1,1,4,0,6,6,90,4,6,-101,137,Seattle
2018,7,27,0,0,0,1,9,18,35,1,62,63,0,0,0,0,6,14,28,0,48,48,0,0,0,1,2,3,4,1,9,10,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,1,0,3,3,81,3,3,-100,138,Seattle
2019,7,27,3,0,2,4,25,27,43,6,95,101,2,0,1,1,18,18,25,2,61,63,1,0,1,3,5,3,12,4,20,24,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,6,4,0,12,12,131,2,16,-99,139,Seattle
2020,7,27,4,0,3,4,35,26,44,7,105,112,3,0,0,2,24,20,36,2,80,82,1,0,2,2,9,6,6,4,21,25,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,2,1,3,4,159,1,6,-97,141,Seattle
2021,7,27,2,1,3,4,25,24,41,7,90,97,2,1,2,4,16,17,28,6,61,67,0,0,1,0,5,5,12,1,22,23,0,0,0,0,3,1,0,0,4,4,0,0,0,0,1,1,1,0,3,3,135,4,8,-103,135,Seattle
2022,7,27,0,0,1,2,22,31,37,3,90,93,0,0,1,2,13,23,26,3,62,65,0,0,0,0,7,7,10,0,24,24,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,1,0,3,3,120,2,4,-102,136,Seattle
2023,7,27,5,0,3,2,13,14,58,5,85,90,5,0,0,1,9,8,44,1,61,62,0,0,1,0,4,2,10,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,4,3,8,11,129,0,14,-101,137,Seattle
2024,7,27,3,1,1,2,23,28,50,3,101,104,2,1,0,0,12,22,31,0,65,65,1,0,0,2,10,4,13,2,27,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,1,9,10,147,1,13,-99,139,Seattle
2012,8,27,2,2,1,3,14,17,32,4,63,67,2,1,1,2,14,12,27,3,53,56,0,0,0,1,0,3,4,1,7,8,0,0,0,0,0,1,1,0,2,2,0,1,0,0,0,1,0,0,1,1,95,2,6,-69,169,Seattle
2013,8,27,1,0,3,2,9,20,45,5,74,79,1,0,0,0,8,17,31,0,56,56,0,0,2,2,1,1,8,4,10,14,0,0,0,0,0,1,2,0,3,3,0,0,1,0,0,1,4,1,5,6,100,4,9,-68,170,Seattle
2014,8,27,1,0,0,1,10,15,49,1,74,75,1,0,0,1,5,11,27,1,43,44,0,0,0,0,2,2,18,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,9,9,85,0,9,-67,171,Seattle
2015,8,27,1,0,1,0,13,21,30,1,64,65,0,0,0,0,12,19,24,0,55,55,1,0,1,0,1,1,3,1,5,6,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,2,0,2,2,79,3,4,-66,172,Seattle
2016,8,27,1,0,1,1,12,6,41,2,59,61,1,0,1,1,9,4,36,2,49,51,0,0,0,0,2,2,2,0,6,6,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,1,0,2,2,75,2,2,-71,167,Seattle
2017,8,27,0,0,0,1,14,25,33,1,72,73,0,0,0,1,12,19,26,1,57,58,0,0,0,0,2,3,3,0,8,8,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,3,2,0,5,5,87,2,6,-70,168,Seattle
2018,8,27,0,1,0,0,19,14,54,0,87,87,0,0,0,0,14,8,44,0,66,66,0,1,0,0,3,3,5,0,11,11,0,0,0,0,2,1,2,0,5,5,0,0,0,0,0,2,3,0,5,5,105,7,6,-69,169,Seattle
2019,8,27,3,0,3,3,13,26,37,6,76,82,3,0,2,0,7,20,23,2,50,52,0,0,1,2,5,1,8,3,14,17,0,0,0,0,1,2,3,0,6,6,0,0,0,1,0,3,3,1,6,7,116,8,9,-68,170,Seattle
2020,8,27,4,0,0,6,24,27,61,6,112,118,4,0,0,3,18,21,42,3,81,84,0,0,0,2,6,6,13,2,25,27,0,0,0,0,0,0,3,0,3,3,0,0,0,1,0,0,3,1,3,4,152,3,9,-66,172,Seattle
2021,8,27,2,0,4,6,18,34,49,10,101,111,2,0,2,2,6,26,34,4,66,70,0,0,1,3,11,5,12,4,28,32,0,0,0,1,1,3,2,1,6,7,0,0,1,0,0,0,1,1,1,2,138,7,3,-72,166,Seattle
2022,8,27,2,0,3,6,12,21,57,9,90,99,1,0,1,4,5,14,35,5,54,59,1,0,0,2,5,5,19,2,29,31,0,0,0,0,0,1,2,0,3,3,0,0,2,0,2,1,1,2,4,6,135,5,8,-71,167,Seattle
2023,8,27,3,2,0,5,16,23,54,5,93,98,1,1,0,2,13,15,40,2,68,70,1,1,0,3,3,5,11,3,19,22,0,0,0,0,0,2,2,0,4,4,1,0,0,0,0,1,1,0,2,2,139,4,4,-70,168,Seattle
2024,8,27,1,2,6,3,13,28,54,9,95,104,1,1,4,2,7,19,32,6,58,64,0,1,2,0,4,4,14,2,22,24,0,0,0,0,2,2,8,0,12,12,0,0,0,1,0,3,0,1,3,4,132,13,5,-68,170,Seattle
2012,9,27,2,0,0,0,9,20,29,0,58,58,0,0,0,0,7,13,21,0,41,41,2,0,0,0,0,5,4,0,9,9,0,0,0,0,2,1,3,0,6,6,0,0,0,0,0,1,1,0,2,2,79,6,3,-38,200,Seattle
2013,9,27,0,0,2,1,19,18,49,3,86,89,0,0,0,1,9,10,28,1,47,48,0,0,2,0,9,7,13,2,29,31,0,0,0,0,1,0,4,0,5,5,0,0,0,0,0,1,4,0,5,5,109,7,6,-37,201,Seattle
2014,9,27,1,0,0,0,11,20,61,0,92,92,0,0,0,0,6,12,34,0,52,52,1,0,0,0,3,7,17,0,27,27,0,0,0,0,1,0,6,0,7,7,0,0,0,0,1,1,4,0,6,6,107,7,6,-36,202,Seattle
2015,9,27,0,0,0,0,17,16,45,0,78,78,0,0,0,0,12,11,35,0,58,58,0,0,0,0,4,3,8,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,5,98,0,6,-35,203,Seattle
2016,9,27,1,0,0,0,13,10,35,0,58,58,0,0,0,0,10,7,20,0,37,37,1,0,0,0,2,2,10,0,14,14,0,0,0,0,0,0,3,0,3,3,0,0,0,0,1,1,2,0,4,4,75,3,5,-40,198,Seattle
2017,9,27,2,0,0,1,20,19,29,1,68,69,1,0,0,0,15,12,14,0,41,41,1,0,0,0,4,3,11,0,18,18,0,0,0,1,1,0,2,1,3,4,0,0,0,0,0,4,2,0,6,6,88,5,7,-39,199,Seattle
2018,9,27,0,0,2,1,17,17,40,3,74,77,0,0,1,0,9,12,20,1,41,42,0,0,0,0,4,5,13,0,22,22,0,0,0,0,2,0,4,0,6,6,0,0,1,1,2,0,3,2,5,7,95,6,7,-38,200,Seattle
2019,9,27,4,1,3,3,13,39,52,6,104,110,2,1,3,3,3,28,31,6,62,68,1,0,0,0,9,8,16,0,33,33,1,0,0,0,0,0,3,0,3,3,0,0,0,0,1,3,2,0,6,6,152,4,8,-37,201,Seattle
2020,9,27,5,0,3,1,17,13,53,4,83,87,3,0,2,0,8,9,30,2,47,49,2,0,1,1,9,4,18,2,31,33,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,1,0,1,1,116,4,2,-35,203,Seattle
2021,9,27,3,0,2,9,27,30,68,11,125,136,3,0,1,5,13,21,45,6,79,85,0,0,1,4,12,9,22,5,43,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,3,179,0,3,-41,197,Seattle
2022,9,27,2,0,3,1,18,28,45,4,91,95,0,0,1,1,9,17,22,2,48,50,1,0,1,0,7,10,20,1,37,38,0,0,0,0,2,0,2,0,4,4,1,0,1,0,0,1,1,1,2,3,125,6,4,-40,198,Seattle
2023,9,27,5,1,2,5,17,23,39,7,79,86,3,0,2,2,9,10,23,4,42,46,1,0,0,3,7,10,13,3,30,33,0,1,0,0,1,1,1,0,3,3,1,0,0,0,0,2,2,0,4,4,122,5,7,-39,199,Seattle
2024,9,27,5,0,4,7,26,34,63,11,123,134,3,0,1,4,5,27,25,5,57,62,2,0,3,3,16,4,31,6,51,57,0,0,0,0,4,0,6,0,10,10,0,0,0,0,1,3,1,0,5,5,174,10,6,-37,201,Seattle
2012,10,27,0,0,1,1,17,12,37,2,66,68,0,0,1,1,12,3,25,2,40,42,0,0,0,0,3,8,10,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,5,5,87,0,7,-8,230,Seattle
2013,10,27,1,0,2,1,10,13,56,3,79,82,0,0,0,0,5,4,24,0,33,33,1,0,2,1,5,9,22,3,36,39,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,8,0,8,8,99,2,8,-7,231,Seattle
2014,10,27,0,0,0,0,6,8,58,0,72,72,0,0,0,0,4,5,32,0,41,41,0,0,0,0,2,2,18,0,22,22,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,1,4,0,5,5,91,5,6,-6,232,Seattle
2015,10,27,1,0,1,0,12,16,53,1,81,82,1,0,1,0,4,11,34,1,49,50,0,0,0,0,5,4,16,0,25,25,0,0,0,0,1,0,2,0,3,3,0,0,0,0,2,1,1,0,4,4,107,3,6,-5,233,Seattle
2016,10,27,0,0,0,2,6,7,49,2,62,64,0,0,0,1,1,2,30,1,33,34,0,0,0,0,4,2,18,0,24,24,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,1,1,4,5,77,1,6,-10,228,Seattle
2017,10,27,1,0,1,1,15,17,46,2,78,80,1,0,1,0,7,9,28,1,44,45,0,0,0,1,8,5,15,1,28,29,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,3,1,0,4,4,101,2,5,-9,229,Seattle
2018,10,27,2,0,0,2,11,23,51,2,85,87,1,0,0,1,9,15,27,1,51,52,1,0,0,1,1,8,23,1,32,33,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,105,1,1,-8,230,Seattle
2019,10,27,4,0,2,4,20,24,54,6,98,104,1,0,1,0,17,13,34,1,64,65,1,0,1,4,3,9,16,5,28,33,0,0,0,0,0,1,2,0,3,3,2,0,0,0,0,1,2,0,3,3,141,4,6,-7,231,Seattle
2020,10,27,3,2,2,1,32,19,52,3,103,106,2,1,0,1,19,12,32,1,63,64,1,1,2,0,10,4,15,2,29,31,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,3,4,0,10,10,153,1,13,-5,233,Seattle
2021,10,27,5,0,3,1,19,37,52,4,108,112,1,0,2,1,5,16,25,3,46,49,4,0,1,0,12,19,25,1,56,57,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,2,0,5,5,154,2,7,-11,227,Seattle
2022,10,27,5,1,2,3,9,31,54,5,94,99,0,1,0,2,3,13,33,2,49,51,3,0,2,1,4,12,18,3,34,37,1,0,0,0,0,1,1,0,2,2,1,0,0,0,2,5,2,0,9,9,132,3,11,-10,228,Seattle
2023,10,27,2,0,1,7,12,24,58,8,94,102,1,0,0,3,4,16,31,3,51,54,0,0,1,4,8,5,24,5,37,42,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,3,1,0,4,4,143,3,6,-9,229,Seattle
2024,10,27,2,0,2,7,19,19,64,9,102,111,1,0,1,1,5,7,36,2,48,50,1,0,1,6,12,8,25,7,45,52,0,0,0,0,0,1,1,0,2,2,0,0,0,0,2,3,2,0,7,7,137,2,7,-7,231,Seattle
2012,11,27,2,0,1,0,17,21,34,1,72,73,2,0,0,0,7,8,19,0,34,34,0,0,1,0,5,6,10,1,21,22,0,0,0,0,1,4,2,0,7,7,0,0,0,0,4,3,3,0,10,10,96,7,11,23,261,Seattle
2013,11,27,1,0,1,1,10,20,39,2,69,71,1,0,1,1,9,7,12,2,28,30,0,0,0,0,1,10,23,0,34,34,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,1,0,4,4,94,4,5,24,262,Seattle
2014,11,27,0,0,0,1,7,7,22,1,36,37,0,0,0,0,2,3,13,0,18,18,0,0,0,1,5,2,6,1,13,14,0,0,0,0,0,1,2,0,3,3,0,0,0,0,0,1,1,0,2,2,47,3,2,25,263,Seattle
2015,11,27,1,0,0,0,7,16,40,0,63,63,0,0,0,0,6,7,25,0,38,38,1,0,0,0,1,5,12,0,18,18,0,0,0,0,0,1,2,0,3,3,0,0,0,0,0,3,1,0,4,4,81,3,6,26,264,Seattle
2016,11,27,0,0,1,2,17,15,61,3,93,96,0,0,0,0,10,7,37,0,54,54,0,0,1,0,5,7,14,1,26,27,0,0,0,0,0,0,4,0,4,4,0,0,0,2,2,1,6,2,9,11,117,4,12,21,259,Seattle
2017,11,27,1,0,1,0,20,28,37,1,85,86,1,0,0,0,13,15,18,0,46,46,0,0,1,0,3,6,15,1,24,25,0,0,0,0,2,1,3,0,6,6,0,0,0,0,2,6,1,0,9,9,114,7,14,22,260,Seattle
2018,11,27,1,0,1,0,18,27,37,1,82,83,0,0,1,0,9,12,14,1,35,36,1,0,0,0,6,10,18,0,34,34,0,0,0,0,2,0,2,0,4,4,0,0,0,0,1,5,3,0,9,9,108,5,13,23,261,Seattle
2019,11,27,1,0,1,2,14,25,44,3,83,86,0,0,0,1,3,8,21,1,32,33,1,0,1,1,5,15,19,2,39,41,0,0,0,0,4,0,2,0,6,6,0,0,0,0,2,2,2,0,6,6,121,6,12,24,262,Seattle
2020,11,27,0,2,3,3,25,38,48,6,111,117,0,0,2,2,9,18,29,4,56,60,0,2,1,1,12,14,13,2,39,41,0,0,0,0,3,1,2,0,6,6,0,0,0,0,1,5,4,0,10,10,158,6,12,26,264,Seattle
2021,11,27,4,1,1,2,17,29,58,3,104,107,4,1,0,0,7,11,32,0,50,50,0,0,1,1,6,12,19,2,37,39,0,0,0,0,1,1,3,0,5,5,0,0,0,1,3,5,4,1,12,13,150,5,17,20,258,Seattle
2022,11,27,3,1,3,1,18,27,50,4,95,99,1,0,2,0,5,6,24,2,35,37,1,1,1,1,8,14,18,2,40,42,0,0,0,0,1,0,1,0,2,2,1,0,0,0,4,7,7,0,18,18,125,2,19,21,259,Seattle
2023,11,27,2,1,3,4,16,25,55,7,96,103,1,0,1,2,5,11,28,3,44,47,1,0,2,1,7,8,20,3,35,38,0,0,0,0,3,1,1,0,5,5,0,1,0,1,1,5,6,1,12,13,135,6,18,22,260,Seattle
2024,11,27,4,0,1,3,12,24,38,4,74,78,1,0,0,3,7,10,17,3,34,37,1,0,1,0,2,12,15,1,29,30,0,0,0,0,2,0,4,0,6,6,2,0,0,0,1,2,2,0,5,5,113,8,8,24,262,Seattle
2012,12,27,1,0,1,0,20,20,29,1,69,70,1,0,1,0,12,10,13,1,35,36,0,0,0,0,6,6,15,0,27,27,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,4,0,0,5,5,91,2,7,53,291,Seattle
2013,12,27,1,0,0,0,23,16,37,0,76,76,1,0,0,0,10,11,18,0,39,39,0,0,0,0,8,4,16,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,9,9,93,0,9,54,292,Seattle
2014,12,27,1,0,0,1,6,17,38,1,61,62,0,0,0,1,5,9,26,1,40,41,1,0,0,0,1,7,9,0,17,17,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,3,3,74,1,3,55,293,Seattle
2015,12,27,3,0,1,1,14,15,49,2,78,80,1,0,0,0,9,8,24,0,41,41,1,0,1,1,4,6,12,2,22,24,0,0,0,0,0,0,2,0,2,2,1,0,0,0,1,1,11,0,13,13,105,2,18,56,294,Seattle
2016,12,27,3,0,0,0,21,16,35,0,72,72,2,0,0,0,8,6,17,0,31,31,1,0,0,0,8,7,11,0,26,26,0,0,0,0,1,1,1,0,3,3,0,0,0,0,4,2,6,0,12,12,96,5,14,51,289,Seattle
2017,12,27,1,0,0,2,15,18,34,2,67,69,0,0,0,0,9,6,22,0,37,37,1,0,0,2,5,9,9,2,23,25,0,0,0,0,0,1,2,0,3,3,0,0,0,0,1,2,1,0,4,4,85,3,6,52,290,Seattle
2018,12,27,2,0,0,0,21,17,35,0,73,73,1,0,0,0,9,7,15,0,31,31,1,0,0,0,7,7,12,0,26,26,0,0,0,0,0,0,2,0,2,2,0,0,0,0,5,3,6,0,14,14,90,2,16,53,291,Seattle
2019,12,27,4,0,3,5,14,35,38,8,87,95,1,0,3,2,6,11,20,5,37,42,2,0,0,3,8,19,15,3,42,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,8,133,1,10,54,292,Seattle
2020,12,27,4,0,0,3,22,30,40,3,92,95,1,0,0,1,9,16,19,1,44,45,3,0,0,1,9,11,18,1,38,39,0,0,0,0,0,0,2,0,2,2,0,0,0,1,4,3,1,1,8,9,128,2,13,56,294,Seattle
2021,12,27,1,0,0,3,35,18,25,3,78,81,0,0,0,1,9,6,14,1,29,30,1,0,0,1,20,6,8,1,34,35,0,0,0,0,2,2,1,0,5,5,0,0,0,1,4,4,2,1,10,11,104,5,13,50,288,Seattle
2022,12,27,1,0,2,6,13,24,35,8,72,80,0,0,0,3,3,11,20,3,34,37,0,0,2,3,10,7,12,5,29,34,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,6,2,0,8,8,109,3,10,51,289,Seattle
2023,12,27,3,1,1,8,15,19,46,9,80,89,3,1,0,1,6,7,20,1,33,34,0,0,1,6,9,10,20,7,39,46,0,0,0,0,0,0,2,0,2,2,0,0,0,1,0,2,4,1,6,7,125,4,7,52,290,Seattle
2024,12,27,1,0,2,2,10,26,32,4,68,72,0,0,1,0,2,15,11,1,28,29,1,0,1,1,5,6,18,2,29,31,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,5,3,1,10,11,105,2,13,54,292,Seattle
2012,1,28,2,0,3,1,9,10,44,4,63,67,1,0,0,0,4,5,18,0,27,27,1,0,2,1,5,1,22,3,28,31,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,4,3,1,7,8,92,1,12,-281,-43,Seattle
2013,1,28,5,0,1,1,10,14,37,2,61,63,3,0,0,0,5,5,23,0,33,33,2,0,1,0,3,7,12,1,22,23,0,0,0,0,1,1,1,0,3,3,0,0,0,1,1,1,1,1,3,4,101,3,4,-279,-41,Seattle
2014,1,28,3,0,3,3,7,11,50,6,68,74,2,0,1,2,6,6,29,3,41,44,1,0,2,1,1,4,19,3,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,101,1,6,-278,-40,Seattle
2015,1,28,3,1,1,0,11,18,35,1,64,65,0,1,1,0,5,10,17,1,32,33,2,0,0,0,4,7,13,0,24,24,0,0,0,0,1,0,2,0,3,3,1,0,0,0,1,1,3,0,5,5,84,3,6,-277,-39,Seattle
2016,1,28,1,0,0,0,17,19,72,0,108,108,0,0,0,0,7,10,31,0,48,48,1,0,0,0,5,3,33,0,41,41,0,0,0,0,3,0,4,0,7,7,0,0,0,0,2,6,4,0,12,12,122,7,12,-283,-45,Seattle
2017,1,28,1,0,0,1,14,13,58,1,85,86,1,0,0,1,6,5,36,1,47,48,0,0,0,0,6,8,18,0,32,32,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,3,0,5,5,116,1,7,-281,-43,Seattle
2018,1,28,0,0,0,1,13,13,35,1,61,62,0,0,0,0,9,9,24,0,42,42,0,0,0,1,4,3,9,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,82,0,6,-280,-42,Seattle
2019,1,28,1,1,0,0,18,19,46,0,83,83,0,0,0,0,8,8,26,0,42,42,0,1,0,0,9,7,17,0,33,33,0,0,0,0,1,0,1,0,2,2,1,0,0,0,0,4,2,0,6,6,110,2,8,-279,-41,Seattle
2020,1,28,4,0,3,7,16,24,38,10,78,88,2,0,1,3,9,10,21,4,40,44,2,0,2,4,6,9,14,6,29,35,0,0,0,0,0,1,2,0,3,3,0,0,0,0,1,4,1,0,6,6,130,3,7,-278,-40,Seattle
2021,1,28,8,2,1,4,13,20,45,5,78,83,3,1,0,1,4,9,27,1,40,41,5,0,0,3,8,8,16,3,32,35,0,0,0,0,1,1,0,0,2,2,0,1,1,0,0,2,2,1,4,5,123,3,6,-283,-45,Seattle
2022,1,28,6,0,2,4,22,34,62,6,118,124,4,0,0,1,6,15,26,1,47,48,2,0,2,3,14,15,32,5,61,66,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,4,2,0,8,8,164,2,9,-282,-44,Seattle
2023,1,28,3,0,2,5,17,23,39,7,79,86,2,0,1,1,6,8,18,2,32,34,1,0,1,4,11,12,18,5,41,46,0,0,0,0,0,2,1,0,3,3,0,0,0,0,0,1,2,0,3,3,115,3,8,-281,-43,Seattle
2024,1,28,5,1,3,8,23,20,49,11,92,103,1,1,1,4,8,5,29,5,42,47,3,0,2,4,10,10,18,6,38,44,0,0,0,0,1,0,0,0,1,1,1,0,0,0,4,5,2,0,11,11,134,1,12,-280,-42,Seattle
2012,2,28,4,1,0,0,16,8,32,0,56,56,1,0,0,0,10,7,20,0,37,37,2,0,0,0,4,1,8,0,13,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,4,0,6,6,73,1,9,-250,-12,Seattle
2013,2,28,0,0,1,0,14,15,32,1,61,62,0,0,1,0,7,8,25,1,40,41,0,0,0,0,6,2,5,0,13,13,0,0,0,0,1,2,2,0,5,5,0,0,0,0,0,3,0,0,3,3,78,6,4,-248,-10,Seattle
2014,2,28,1,0,1,0,12,9,40,1,61,62,1,0,1,0,5,6,21,1,32,33,0,0,0,0,5,3,13,0,21,21,0,0,0,0,0,0,5,0,5,5,0,0,0,0,2,0,1,0,3,3,81,5,4,-247,-9,Seattle
2015,2,28,1,1,0,2,12,10,42,2,64,66,1,0,0,1,7,8,26,1,41,42,0,1,0,1,5,2,15,1,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,92,0,1,-246,-8,Seattle
2016,2,28,0,0,0,1,9,10,56,1,75,76,0,0,0,1,4,5,40,1,49,50,0,0,0,0,4,5,10,0,19,19,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,5,0,5,5,91,2,5,-252,-14,Seattle
2017,2,28,0,0,0,0,14,18,47,0,79,79,0,0,0,0,11,8,27,0,46,46,0,0,0,0,3,6,17,0,26,26,0,0,0,0,0,1,2,0,3,3,0,0,0,0,0,3,1,0,4,4,107,4,5,-250,-12,Seattle
2018,2,28,2,0,1,2,8,20,31,3,59,62,0,0,1,1,5,11,15,2,31,33,1,0,0,1,3,8,15,1,26,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,84,0,3,-249,-11,Seattle
2019,2,28,0,0,0,0,17,17,26,0,60,60,0,0,0,0,8,12,14,0,34,34,0,0,0,0,7,4,8,0,19,19,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,1,4,0,5,5,84,4,6,-248,-10,Seattle
2020,2,28,4,0,1,8,15,23,47,9,85,94,3,0,0,1,4,16,24,1,44,45,1,0,1,6,11,5,17,7,33,40,0,0,0,1,0,0,2,1,2,3,0,0,0,0,0,2,4,0,6,6,145,3,9,-247,-9,Seattle
2021,2,28,6,0,4,6,27,30,39,10,96,106,3,0,1,5,17,12,28,6,57,63,2,0,3,0,8,17,8,3,33,36,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,1,6,7,148,1,11,-252,-14,Seattle
2022,2,28,2,0,1,3,19,31,63,4,113,117,1,0,0,0,6,11,44,0,61,61,1,0,0,1,13,18,17,1,48,49,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,2,1,3,3,6,154,1,9,-251,-13,Seattle
2023,2,28,6,0,1,3,12,19,44,4,75,79,3,0,0,3,5,8,21,3,34,37,3,0,1,0,6,7,19,1,32,33,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,3,4,0,8,8,118,1,9,-250,-12,Seattle
2024,2,28,4,1,0,1,12,10,33,1,55,56,3,1,0,0,3,6,14,0,23,23,1,0,0,1,9,3,18,1,30,31,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,80,1,2,-249,-11,Seattle
2012,3,28,1,0,0,0,13,6,45,0,64,64,1,0,0,0,8,4,36,0,48,48,0,0,0,0,3,1,5,0,9,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3,0,6,6,79,1,6,-221,17,Seattle
2013,3,28,0,0,1,0,18,16,34,1,68,69,0,0,1,0,13,10,26,1,49,50,0,0,0,0,5,4,4,0,13,13,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,2,0,4,4,83,2,4,-220,18,Seattle
2014,3,28,1,0,1,1,8,17,42,2,67,69,1,0,1,0,8,11,21,1,40,41,0,0,0,1,0,5,15,1,20,21,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,1,2,0,3,3,107,5,5,-219,19,Seattle
2015,3,28,0,0,0,0,7,22,40,0,69,69,0,0,0,0,6,12,24,0,42,42,0,0,0,0,1,10,10,0,21,21,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,4,0,4,4,91,2,5,-218,20,Seattle
2016,3,28,0,1,0,0,14,13,36,0,63,63,0,1,0,0,10,10,24,0,44,44,0,0,0,0,2,2,7,0,11,11,0,0,0,0,1,0,2,0,3,3,0,0,0,0,1,1,3,0,5,5,87,3,6,-223,15,Seattle
2017,3,28,0,0,0,1,8,9,54,1,71,72,0,0,0,0,5,5,38,0,48,48,0,0,0,1,1,2,13,1,16,17,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,2,1,0,5,5,96,2,7,-222,16,Seattle
